org:resource,lifecycle:transition,Activity,time:timestamp,case:REG_DATE,CaseID,case:AMOUNT_REQ
10880,COMPLETE,A_DECLINED,2011/10/21 07:03:51,2011/10/20 21:19:50,178695,7000
112,COMPLETE,A_SUBMITTED,2011/10/20 19:24:19,2011/10/20 21:24:19,178698,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 19:24:19,2011/10/20 21:24:19,178698,10000
112,COMPLETE,A_PREACCEPTED,2011/10/20 19:24:57,2011/10/20 21:24:19,178698,10000
10859,COMPLETE,A_ACCEPTED,2011/10/21 07:42:24,2011/10/20 21:24:19,178698,10000
10859,COMPLETE,A_FINALIZED,2011/10/21 07:46:15,2011/10/20 21:24:19,178698,10000
11181,COMPLETE,A_CANCELLED,2011/10/28 18:23:33,2011/10/20 21:24:19,178698,10000
112,COMPLETE,A_SUBMITTED,2011/10/20 19:40:51,2011/10/20 21:40:51,178701,8000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 19:40:52,2011/10/20 21:40:51,178701,8000
112,COMPLETE,A_DECLINED,2011/10/20 19:41:27,2011/10/20 21:40:51,178701,8000
112,COMPLETE,A_SUBMITTED,2011/10/20 19:48:00,2011/10/20 21:48:00,178704,500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 19:48:00,2011/10/20 21:48:00,178704,500
112,COMPLETE,A_DECLINED,2011/10/20 19:48:31,2011/10/20 21:48:00,178704,500
112,COMPLETE,A_SUBMITTED,2011/10/20 19:50:21,2011/10/20 21:50:21,178707,6500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 19:50:21,2011/10/20 21:50:21,178707,6500
112,COMPLETE,A_PREACCEPTED,2011/10/20 19:50:56,2011/10/20 21:50:21,178707,6500
11203,COMPLETE,A_ACCEPTED,2011/10/21 18:09:03,2011/10/20 21:50:21,178707,6500
11203,COMPLETE,A_FINALIZED,2011/10/21 18:14:00,2011/10/20 21:50:21,178707,6500
11200,COMPLETE,A_CANCELLED,2011/10/29 11:01:08,2011/10/20 21:50:21,178707,6500
112,COMPLETE,A_SUBMITTED,2011/10/20 20:10:06,2011/10/20 22:10:06,178710,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 20:10:06,2011/10/20 22:10:06,178710,5000
112,COMPLETE,A_PREACCEPTED,2011/10/20 20:10:43,2011/10/20 22:10:06,178710,5000
10859,COMPLETE,A_ACCEPTED,2011/10/21 07:52:48,2011/10/20 22:10:06,178710,5000
10859,COMPLETE,A_FINALIZED,2011/10/21 07:58:27,2011/10/20 22:10:06,178710,5000
10609,COMPLETE,A_REGISTERED,2011/10/31 08:53:29,2011/10/20 22:10:06,178710,5000
10609,COMPLETE,A_APPROVED,2011/10/31 08:53:29,2011/10/20 22:10:06,178710,5000
10609,COMPLETE,A_ACTIVATED,2011/10/31 08:53:29,2011/10/20 22:10:06,178710,5000
112,COMPLETE,A_SUBMITTED,2011/10/20 20:15:06,2011/10/20 22:15:06,178713,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 20:15:07,2011/10/20 22:15:06,178713,5000
112,COMPLETE,A_DECLINED,2011/10/20 20:15:58,2011/10/20 22:15:06,178713,5000
112,COMPLETE,A_SUBMITTED,2011/10/20 20:19:20,2011/10/20 22:19:20,178716,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 20:19:20,2011/10/20 22:19:20,178716,5000
112,COMPLETE,A_PREACCEPTED,2011/10/20 20:20:00,2011/10/20 22:19:20,178716,5000
10859,COMPLETE,A_ACCEPTED,2011/10/21 09:15:20,2011/10/20 22:19:20,178716,5000
10859,COMPLETE,A_FINALIZED,2011/10/21 09:15:42,2011/10/20 22:19:20,178716,5000
10138,COMPLETE,A_APPROVED,2011/11/08 09:05:45,2011/10/20 22:19:20,178716,5000
10138,COMPLETE,A_ACTIVATED,2011/11/08 09:05:45,2011/10/20 22:19:20,178716,5000
10138,COMPLETE,A_REGISTERED,2011/11/08 09:05:45,2011/10/20 22:19:20,178716,5000
112,COMPLETE,A_SUBMITTED,2011/10/20 20:43:50,2011/10/20 22:43:50,178719,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 20:43:51,2011/10/20 22:43:50,178719,5000
10880,COMPLETE,A_PREACCEPTED,2011/10/21 07:05:22,2011/10/20 22:43:50,178719,5000
11189,COMPLETE,A_ACCEPTED,2011/10/21 08:32:32,2011/10/20 22:43:50,178719,5000
11189,COMPLETE,A_FINALIZED,2011/10/21 08:41:27,2011/10/20 22:43:50,178719,5000
10972,COMPLETE,A_APPROVED,2011/10/31 15:09:01,2011/10/20 22:43:50,178719,5000
10972,COMPLETE,A_ACTIVATED,2011/10/31 15:09:01,2011/10/20 22:43:50,178719,5000
10972,COMPLETE,A_REGISTERED,2011/10/31 15:09:01,2011/10/20 22:43:50,178719,5000
112,COMPLETE,A_SUBMITTED,2011/10/20 20:46:40,2011/10/20 22:46:40,178722,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 20:46:40,2011/10/20 22:46:40,178722,10000
112,COMPLETE,A_PREACCEPTED,2011/10/20 20:47:18,2011/10/20 22:46:40,178722,10000
11120,COMPLETE,A_ACCEPTED,2011/10/25 13:03:04,2011/10/20 22:46:40,178722,10000
11120,COMPLETE,A_FINALIZED,2011/10/25 13:05:51,2011/10/20 22:46:40,178722,10000
10138,COMPLETE,A_REGISTERED,2011/11/14 12:14:12,2011/10/20 22:46:40,178722,10000
10138,COMPLETE,A_APPROVED,2011/11/14 12:14:12,2011/10/20 22:46:40,178722,10000
10138,COMPLETE,A_ACTIVATED,2011/11/14 12:14:12,2011/10/20 22:46:40,178722,10000
112,COMPLETE,A_SUBMITTED,2011/10/20 21:03:07,2011/10/20 23:03:07,178739,25000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 21:03:14,2011/10/20 23:03:07,178739,25000
112,COMPLETE,A_PREACCEPTED,2011/10/20 21:04:02,2011/10/20 23:03:07,178739,25000
10859,COMPLETE,A_ACCEPTED,2011/10/21 09:59:01,2011/10/20 23:03:07,178739,25000
10859,COMPLETE,A_FINALIZED,2011/10/21 10:02:01,2011/10/20 23:03:07,178739,25000
10972,COMPLETE,A_ACTIVATED,2011/11/09 07:43:21,2011/10/20 23:03:07,178739,25000
10972,COMPLETE,A_APPROVED,2011/11/09 07:43:21,2011/10/20 23:03:07,178739,25000
10972,COMPLETE,A_REGISTERED,2011/11/09 07:43:21,2011/10/20 23:03:07,178739,25000
112,COMPLETE,A_SUBMITTED,2011/10/20 21:52:02,2011/10/20 23:52:02,178742,1500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 21:52:04,2011/10/20 23:52:02,178742,1500
10880,COMPLETE,A_DECLINED,2011/10/21 07:06:38,2011/10/20 23:52:02,178742,1500
112,COMPLETE,A_SUBMITTED,2011/10/20 22:29:42,2011/10/21 00:29:42,178745,8000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/20 22:29:42,2011/10/21 00:29:42,178745,8000
11120,COMPLETE,A_PREACCEPTED,2011/10/21 07:10:00,2011/10/21 00:29:42,178745,8000
112,COMPLETE,A_CANCELLED,2011/11/20 08:15:16,2011/10/21 00:29:42,178745,8000
112,COMPLETE,A_SUBMITTED,2011/10/21 00:49:47,2011/10/21 02:49:47,178748,60000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 00:49:48,2011/10/21 02:49:47,178748,60000
11120,COMPLETE,A_DECLINED,2011/10/21 07:12:37,2011/10/21 02:49:47,178748,60000
112,COMPLETE,A_SUBMITTED,2011/10/21 06:03:12,2011/10/21 08:03:12,178759,23000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 06:03:18,2011/10/21 08:03:12,178759,23000
112,COMPLETE,A_PREACCEPTED,2011/10/21 06:04:25,2011/10/21 08:03:12,178759,23000
11189,COMPLETE,A_ACCEPTED,2011/10/21 07:05:47,2011/10/21 08:03:12,178759,23000
11189,COMPLETE,A_FINALIZED,2011/10/21 07:10:34,2011/10/21 08:03:12,178759,23000
11000,COMPLETE,A_CANCELLED,2011/11/03 19:41:13,2011/10/21 08:03:12,178759,23000
112,COMPLETE,A_SUBMITTED,2011/10/21 06:21:27,2011/10/21 08:21:27,178762,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 06:21:27,2011/10/21 08:21:27,178762,5000
112,COMPLETE,A_PREACCEPTED,2011/10/21 06:22:03,2011/10/21 08:21:27,178762,5000
11189,COMPLETE,A_ACCEPTED,2011/10/21 07:17:56,2011/10/21 08:21:27,178762,5000
11189,COMPLETE,A_FINALIZED,2011/10/21 07:22:33,2011/10/21 08:21:27,178762,5000
10609,COMPLETE,A_REGISTERED,2011/11/03 09:53:00,2011/10/21 08:21:27,178762,5000
10609,COMPLETE,A_APPROVED,2011/11/03 09:53:00,2011/10/21 08:21:27,178762,5000
10609,COMPLETE,A_ACTIVATED,2011/11/03 09:53:00,2011/10/21 08:21:27,178762,5000
112,COMPLETE,A_SUBMITTED,2011/10/21 06:29:11,2011/10/21 08:29:11,178765,8000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 06:29:11,2011/10/21 08:29:11,178765,8000
11120,COMPLETE,A_DECLINED,2011/10/21 07:17:10,2011/10/21 08:29:11,178765,8000
112,COMPLETE,A_SUBMITTED,2011/10/21 07:19:18,2011/10/21 09:19:18,178768,4200
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 07:19:18,2011/10/21 09:19:18,178768,4200
10859,COMPLETE,A_PREACCEPTED,2011/10/21 07:27:29,2011/10/21 09:19:18,178768,4200
11189,COMPLETE,A_ACCEPTED,2011/10/21 10:03:12,2011/10/21 09:19:18,178768,4200
11189,COMPLETE,A_FINALIZED,2011/10/21 10:07:02,2011/10/21 09:19:18,178768,4200
11181,COMPLETE,A_CANCELLED,2011/10/28 18:51:33,2011/10/21 09:19:18,178768,4200
112,COMPLETE,A_SUBMITTED,2011/10/21 07:23:47,2011/10/21 09:23:47,178771,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 07:23:47,2011/10/21 09:23:47,178771,10000
112,COMPLETE,A_PREACCEPTED,2011/10/21 07:24:39,2011/10/21 09:23:47,178771,10000
11189,COMPLETE,A_ACCEPTED,2011/10/21 08:22:09,2011/10/21 09:23:47,178771,10000
11189,COMPLETE,A_FINALIZED,2011/10/21 08:24:09,2011/10/21 09:23:47,178771,10000
10899,COMPLETE,A_CANCELLED,2011/11/02 11:10:23,2011/10/21 09:23:47,178771,10000
112,COMPLETE,A_SUBMITTED,2011/10/21 07:24:20,2011/10/21 09:24:20,178774,25000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 07:24:20,2011/10/21 09:24:20,178774,25000
112,COMPLETE,A_PREACCEPTED,2011/10/21 07:25:20,2011/10/21 09:24:20,178774,25000
10880,COMPLETE,A_ACCEPTED,2011/10/21 08:48:06,2011/10/21 09:24:20,178774,25000
10880,COMPLETE,A_FINALIZED,2011/10/21 08:51:56,2011/10/21 09:24:20,178774,25000
10629,COMPLETE,A_ACTIVATED,2011/11/08 08:13:21,2011/10/21 09:24:20,178774,25000
10629,COMPLETE,A_REGISTERED,2011/11/08 08:13:21,2011/10/21 09:24:20,178774,25000
10629,COMPLETE,A_APPROVED,2011/11/08 08:13:21,2011/10/21 09:24:20,178774,25000
112,COMPLETE,A_SUBMITTED,2011/10/21 07:30:14,2011/10/21 09:30:14,178777,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 07:30:14,2011/10/21 09:30:14,178777,15000
112,COMPLETE,A_PREACCEPTED,2011/10/21 07:30:52,2011/10/21 09:30:14,178777,15000
10859,COMPLETE,A_ACCEPTED,2011/10/21 08:51:13,2011/10/21 09:30:14,178777,15000
10859,COMPLETE,A_FINALIZED,2011/10/21 08:53:49,2011/10/21 09:30:14,178777,15000
10972,COMPLETE,A_REGISTERED,2011/11/09 15:54:49,2011/10/21 09:30:14,178777,15000
10972,COMPLETE,A_APPROVED,2011/11/09 15:54:49,2011/10/21 09:30:14,178777,15000
10972,COMPLETE,A_ACTIVATED,2011/11/09 15:54:49,2011/10/21 09:30:14,178777,15000
112,COMPLETE,A_SUBMITTED,2011/10/21 07:37:55,2011/10/21 09:37:55,178780,8000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 07:37:56,2011/10/21 09:37:55,178780,8000
112,COMPLETE,A_PREACCEPTED,2011/10/21 07:38:40,2011/10/21 09:37:55,178780,8000
11169,COMPLETE,A_ACCEPTED,2011/10/21 07:41:53,2011/10/21 09:37:55,178780,8000
11169,COMPLETE,A_FINALIZED,2011/10/21 07:44:32,2011/10/21 09:37:55,178780,8000
10138,COMPLETE,A_APPROVED,2011/10/26 12:17:14,2011/10/21 09:37:55,178780,8000
10138,COMPLETE,A_ACTIVATED,2011/10/26 12:17:14,2011/10/21 09:37:55,178780,8000
10138,COMPLETE,A_REGISTERED,2011/10/26 12:17:14,2011/10/21 09:37:55,178780,8000
112,COMPLETE,A_SUBMITTED,2011/10/21 07:59:00,2011/10/21 09:59:00,178783,16000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 07:59:01,2011/10/21 09:59:00,178783,16000
112,COMPLETE,A_PREACCEPTED,2011/10/21 07:59:45,2011/10/21 09:59:00,178783,16000
10859,COMPLETE,A_ACCEPTED,2011/10/21 08:25:05,2011/10/21 09:59:00,178783,16000
10859,COMPLETE,A_FINALIZED,2011/10/21 08:26:58,2011/10/21 09:59:00,178783,16000
10629,COMPLETE,A_REGISTERED,2011/11/07 14:56:48,2011/10/21 09:59:00,178783,16000
10629,COMPLETE,A_ACTIVATED,2011/11/07 14:56:48,2011/10/21 09:59:00,178783,16000
10629,COMPLETE,A_APPROVED,2011/11/07 14:56:48,2011/10/21 09:59:00,178783,16000
112,COMPLETE,A_SUBMITTED,2011/10/21 08:05:51,2011/10/21 10:05:51,178786,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:05:51,2011/10/21 10:05:51,178786,10000
10859,COMPLETE,A_DECLINED,2011/10/21 08:09:16,2011/10/21 10:05:51,178786,10000
112,COMPLETE,A_SUBMITTED,2011/10/21 08:08:35,2011/10/21 10:08:35,178789,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:08:35,2011/10/21 10:08:35,178789,5000
11169,COMPLETE,A_PREACCEPTED,2011/10/21 08:10:44,2011/10/21 10:08:35,178789,5000
11169,COMPLETE,A_ACCEPTED,2011/10/21 08:14:30,2011/10/21 10:08:35,178789,5000
11169,COMPLETE,A_FINALIZED,2011/10/21 08:31:01,2011/10/21 10:08:35,178789,5000
10138,COMPLETE,A_DECLINED,2011/10/31 11:29:31,2011/10/21 10:08:35,178789,5000
112,COMPLETE,A_SUBMITTED,2011/10/21 08:15:19,2011/10/21 10:15:19,178792,4362
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:15:19,2011/10/21 10:15:19,178792,4362
11120,COMPLETE,A_DECLINED,2011/10/21 08:43:34,2011/10/21 10:15:19,178792,4362
112,COMPLETE,A_SUBMITTED,2011/10/21 08:17:32,2011/10/21 10:17:32,178795,30000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:17:33,2011/10/21 10:17:32,178795,30000
112,COMPLETE,A_DECLINED,2011/10/21 08:17:35,2011/10/21 10:17:32,178795,30000
112,COMPLETE,A_SUBMITTED,2011/10/21 08:36:11,2011/10/21 10:36:11,178798,1500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:36:11,2011/10/21 10:36:11,178798,1500
11120,COMPLETE,A_PREACCEPTED,2011/10/21 08:51:19,2011/10/21 10:36:11,178798,1500
11189,COMPLETE,A_ACCEPTED,2011/10/21 09:04:33,2011/10/21 10:36:11,178798,1500
11189,COMPLETE,A_FINALIZED,2011/10/21 09:08:29,2011/10/21 10:36:11,178798,1500
10609,COMPLETE,A_DECLINED,2011/10/28 11:23:14,2011/10/21 10:36:11,178798,1500
112,COMPLETE,A_SUBMITTED,2011/10/21 08:41:09,2011/10/21 10:41:09,178801,15300
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:41:09,2011/10/21 10:41:09,178801,15300
11169,COMPLETE,A_DECLINED,2011/10/21 08:47:09,2011/10/21 10:41:09,178801,15300
112,COMPLETE,A_SUBMITTED,2011/10/21 08:50:07,2011/10/21 10:50:07,178804,33629
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:50:07,2011/10/21 10:50:07,178804,33629
112,COMPLETE,A_PREACCEPTED,2011/10/21 08:51:04,2011/10/21 10:50:07,178804,33629
11189,COMPLETE,A_ACCEPTED,2011/10/21 10:52:56,2011/10/21 10:50:07,178804,33629
11189,COMPLETE,A_FINALIZED,2011/10/21 10:58:04,2011/10/21 10:50:07,178804,33629
10138,COMPLETE,A_APPROVED,2011/11/13 12:40:02,2011/10/21 10:50:07,178804,33629
10138,COMPLETE,A_REGISTERED,2011/11/13 12:40:02,2011/10/21 10:50:07,178804,33629
10138,COMPLETE,A_ACTIVATED,2011/11/13 12:40:02,2011/10/21 10:50:07,178804,33629
112,COMPLETE,A_SUBMITTED,2011/10/21 08:56:38,2011/10/21 10:56:38,178807,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 08:56:38,2011/10/21 10:56:38,178807,15000
112,COMPLETE,A_PREACCEPTED,2011/10/21 08:57:37,2011/10/21 10:56:38,178807,15000
11189,COMPLETE,A_ACCEPTED,2011/10/21 09:50:44,2011/10/21 10:56:38,178807,15000
11189,COMPLETE,A_FINALIZED,2011/10/21 09:52:47,2011/10/21 10:56:38,178807,15000
10138,COMPLETE,A_APPROVED,2011/11/10 10:01:18,2011/10/21 10:56:38,178807,15000
10138,COMPLETE,A_ACTIVATED,2011/11/10 10:01:18,2011/10/21 10:56:38,178807,15000
10138,COMPLETE,A_REGISTERED,2011/11/10 10:01:18,2011/10/21 10:56:38,178807,15000
112,COMPLETE,A_SUBMITTED,2011/10/21 09:15:25,2011/10/21 11:15:25,178810,9500
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 09:15:26,2011/10/21 11:15:25,178810,9500
112,COMPLETE,A_PREACCEPTED,2011/10/21 09:15:58,2011/10/21 11:15:25,178810,9500
10859,COMPLETE,A_ACCEPTED,2011/10/21 09:44:38,2011/10/21 11:15:25,178810,9500
10859,COMPLETE,A_FINALIZED,2011/10/21 09:46:32,2011/10/21 11:15:25,178810,9500
112,COMPLETE,A_CANCELLED,2011/11/21 08:15:09,2011/10/21 11:15:25,178810,9500
112,COMPLETE,A_SUBMITTED,2011/10/21 09:16:49,2011/10/21 11:16:49,178813,30000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 09:16:49,2011/10/21 11:16:49,178813,30000
112,COMPLETE,A_DECLINED,2011/10/21 09:17:32,2011/10/21 11:16:49,178813,30000
112,COMPLETE,A_SUBMITTED,2011/10/21 09:20:30,2011/10/21 11:20:30,178816,47000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 09:20:30,2011/10/21 11:20:30,178816,47000
11189,COMPLETE,A_PREACCEPTED,2011/10/21 09:22:00,2011/10/21 11:20:30,178816,47000
11189,COMPLETE,A_ACCEPTED,2011/10/21 09:39:15,2011/10/21 11:20:30,178816,47000
11189,COMPLETE,A_FINALIZED,2011/10/21 09:40:57,2011/10/21 11:20:30,178816,47000
10629,COMPLETE,A_ACTIVATED,2011/11/07 14:26:01,2011/10/21 11:20:30,178816,47000
10629,COMPLETE,A_APPROVED,2011/11/07 14:26:01,2011/10/21 11:20:30,178816,47000
10629,COMPLETE,A_REGISTERED,2011/11/07 14:26:01,2011/10/21 11:20:30,178816,47000
112,COMPLETE,A_SUBMITTED,2011/10/21 09:29:22,2011/10/21 11:29:22,178819,6000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 09:29:22,2011/10/21 11:29:22,178819,6000
11120,COMPLETE,A_DECLINED,2011/10/21 09:58:30,2011/10/21 11:29:22,178819,6000
112,COMPLETE,A_SUBMITTED,2011/10/21 09:48:22,2011/10/21 11:48:22,178822,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 09:48:22,2011/10/21 11:48:22,178822,10000
112,COMPLETE,A_DECLINED,2011/10/21 09:49:00,2011/10/21 11:48:22,178822,10000
112,COMPLETE,A_SUBMITTED,2011/10/21 10:11:12,2011/10/21 12:11:12,178825,9000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 10:11:13,2011/10/21 12:11:12,178825,9000
112,COMPLETE,A_DECLINED,2011/10/21 10:12:03,2011/10/21 12:11:12,178825,9000
112,COMPLETE,A_SUBMITTED,2011/10/21 10:14:22,2011/10/21 12:14:22,178828,15000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 10:14:23,2011/10/21 12:14:22,178828,15000
112,COMPLETE,A_PREACCEPTED,2011/10/21 10:15:04,2011/10/21 12:14:22,178828,15000
11189,COMPLETE,A_ACCEPTED,2011/10/21 10:24:32,2011/10/21 12:14:22,178828,15000
11189,COMPLETE,A_FINALIZED,2011/10/21 10:26:18,2011/10/21 12:14:22,178828,15000
11181,COMPLETE,A_CANCELLED,2011/10/28 18:54:14,2011/10/21 12:14:22,178828,15000
112,COMPLETE,A_SUBMITTED,2011/10/21 10:31:31,2011/10/21 12:31:31,178831,800
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 10:31:32,2011/10/21 12:31:31,178831,800
11120,COMPLETE,A_DECLINED,2011/10/21 11:04:53,2011/10/21 12:31:31,178831,800
112,COMPLETE,A_SUBMITTED,2011/10/21 10:43:28,2011/10/21 12:43:28,178834,6000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 10:43:29,2011/10/21 12:43:28,178834,6000
112,COMPLETE,A_PREACCEPTED,2011/10/21 10:44:21,2011/10/21 12:43:28,178834,6000
112,COMPLETE,A_CANCELLED,2011/11/21 08:15:07,2011/10/21 12:43:28,178834,6000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:01:48,2011/10/21 13:01:48,178837,25000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:01:48,2011/10/21 13:01:48,178837,25000
112,COMPLETE,A_PREACCEPTED,2011/10/21 11:02:28,2011/10/21 13:01:48,178837,25000
11200,COMPLETE,A_ACCEPTED,2011/10/21 12:33:22,2011/10/21 13:01:48,178837,25000
11200,COMPLETE,A_FINALIZED,2011/10/21 12:35:43,2011/10/21 13:01:48,178837,25000
10138,COMPLETE,A_APPROVED,2011/11/15 09:16:06,2011/10/21 13:01:48,178837,25000
10138,COMPLETE,A_ACTIVATED,2011/11/15 09:16:06,2011/10/21 13:01:48,178837,25000
10138,COMPLETE,A_REGISTERED,2011/11/15 09:16:06,2011/10/21 13:01:48,178837,25000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:02:21,2011/10/21 13:02:21,178840,7000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:02:21,2011/10/21 13:02:21,178840,7000
112,COMPLETE,A_PREACCEPTED,2011/10/21 11:03:21,2011/10/21 13:02:21,178840,7000
11200,COMPLETE,A_ACCEPTED,2011/10/21 12:47:57,2011/10/21 13:02:21,178840,7000
11200,COMPLETE,A_FINALIZED,2011/10/21 12:56:41,2011/10/21 13:02:21,178840,7000
11201,COMPLETE,A_CANCELLED,2011/11/14 18:30:28,2011/10/21 13:02:21,178840,7000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:04:28,2011/10/21 13:04:28,178843,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:04:28,2011/10/21 13:04:28,178843,10000
11120,COMPLETE,A_PREACCEPTED,2011/10/21 11:11:09,2011/10/21 13:04:28,178843,10000
11200,COMPLETE,A_ACCEPTED,2011/10/21 11:39:16,2011/10/21 13:04:28,178843,10000
11200,COMPLETE,A_FINALIZED,2011/10/21 11:44:35,2011/10/21 13:04:28,178843,10000
10972,COMPLETE,A_REGISTERED,2011/11/09 12:22:59,2011/10/21 13:04:28,178843,10000
10972,COMPLETE,A_APPROVED,2011/11/09 12:22:59,2011/10/21 13:04:28,178843,10000
10972,COMPLETE,A_ACTIVATED,2011/11/09 12:22:59,2011/10/21 13:04:28,178843,10000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:20:35,2011/10/21 13:20:35,178846,4000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:20:35,2011/10/21 13:20:35,178846,4000
112,COMPLETE,A_PREACCEPTED,2011/10/21 11:21:15,2011/10/21 13:20:35,178846,4000
11200,COMPLETE,A_ACCEPTED,2011/10/21 14:22:39,2011/10/21 13:20:35,178846,4000
11200,COMPLETE,A_FINALIZED,2011/10/21 14:31:33,2011/10/21 13:20:35,178846,4000
10972,COMPLETE,A_REGISTERED,2011/11/01 11:16:47,2011/10/21 13:20:35,178846,4000
10972,COMPLETE,A_APPROVED,2011/11/01 11:16:47,2011/10/21 13:20:35,178846,4000
10972,COMPLETE,A_ACTIVATED,2011/11/01 11:16:47,2011/10/21 13:20:35,178846,4000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:21:19,2011/10/21 13:21:19,178849,3000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:21:19,2011/10/21 13:21:19,178849,3000
112,COMPLETE,A_PREACCEPTED,2011/10/21 11:22:01,2011/10/21 13:21:19,178849,3000
11200,COMPLETE,A_ACCEPTED,2011/10/21 11:58:09,2011/10/21 13:21:19,178849,3000
11200,COMPLETE,A_FINALIZED,2011/10/21 12:05:19,2011/10/21 13:21:19,178849,3000
112,COMPLETE,A_CANCELLED,2011/11/21 08:15:13,2011/10/21 13:21:19,178849,3000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:24:09,2011/10/21 13:24:09,178852,2000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:24:09,2011/10/21 13:24:09,178852,2000
112,COMPLETE,A_DECLINED,2011/10/21 11:24:56,2011/10/21 13:24:09,178852,2000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:40:47,2011/10/21 13:40:47,178855,43350
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:40:47,2011/10/21 13:40:47,178855,43350
112,COMPLETE,A_PREACCEPTED,2011/10/21 11:41:25,2011/10/21 13:40:47,178855,43350
11000,COMPLETE,A_ACCEPTED,2011/10/21 11:47:38,2011/10/21 13:40:47,178855,43350
11000,COMPLETE,A_FINALIZED,2011/10/21 11:53:24,2011/10/21 13:40:47,178855,43350
10138,COMPLETE,A_APPROVED,2011/11/09 13:01:38,2011/10/21 13:40:47,178855,43350
10138,COMPLETE,A_REGISTERED,2011/11/09 13:01:38,2011/10/21 13:40:47,178855,43350
10138,COMPLETE,A_ACTIVATED,2011/11/09 13:01:38,2011/10/21 13:40:47,178855,43350
112,COMPLETE,A_SUBMITTED,2011/10/21 11:46:49,2011/10/21 13:46:49,178858,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:46:49,2011/10/21 13:46:49,178858,5000
11169,COMPLETE,A_DECLINED,2011/10/21 12:37:05,2011/10/21 13:46:49,178858,5000
112,COMPLETE,A_SUBMITTED,2011/10/21 11:59:43,2011/10/21 13:59:43,178861,5000
112,COMPLETE,A_PARTLYSUBMITTED,2011/10/21 11:59:43,2011/10/21 13:59:43,178861,5000
112,COMPLETE,A_PREACCEPTED,2011/10/21 12:00:33,2011/10/21 13:59:43,178861,5000
11000,COMPLETE,A_ACCEPTED,2011/10/21 12:07:31,2011/10/21 13:59:43,178861,5000
11000,COMPLETE,A_FINALIZED,2011/10/21 12:10:53,2011/10/21 13:59:43,178861,5000
10629,COMPLETE,A_APPROVED,2011/11/02 12:25:26,2011/10/21 13:59:43,178861,5000
