org:resource,Activity,time:timestamp,org:role,case:Project,case:Task,CaseID,case:OrganizationalEntity,case:Cost Type,case:RequestedAmount,case:Activity,case:RfpNumber
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.15200400036359,PRE_APPROVER,project 147582,task 150064,request for payment 150062,organizational unit 65458,0,4.576333830583441,activity 505,request for payment number 150063
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.153951758066473,SUPERVISOR,project 147582,task 150064,request for payment 150062,organizational unit 65458,0,4.576333830583441,activity 505,request for payment number 150063
SYSTEM,Request Payment,17.162794373217306,UNDEFINED,project 147582,task 150064,request for payment 150062,organizational unit 65458,0,4.576333830583441,activity 505,request for payment number 150063
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 147582,task 150064,request for payment 150062,organizational unit 65458,0,4.576333830583441,activity 505,request for payment number 150063
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.153567871308848,EMPLOYEE,project 147572,UNKNOWN,request for payment 151790,organizational unit 65463,0,2.7282766425265295,UNKNOWN,request for payment number 151791
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.15356808434403,SUPERVISOR,project 147572,UNKNOWN,request for payment 151790,organizational unit 65463,0,2.7282766425265295,UNKNOWN,request for payment number 151791
SYSTEM,Request Payment,17.1665006167618,UNDEFINED,project 147572,UNKNOWN,request for payment 151790,organizational unit 65463,0,2.7282766425265295,UNKNOWN,request for payment number 151791
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 147572,UNKNOWN,request for payment 151790,organizational unit 65463,0,2.7282766425265295,UNKNOWN,request for payment number 151791
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.153682016158214,EMPLOYEE,project 503,task 149676,request for payment 152659,organizational unit 65458,0,6.5421410255113415,activity 505,request for payment number 152660
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.153683223219197,SUPERVISOR,project 503,task 149676,request for payment 152659,organizational unit 65458,0,6.5421410255113415,activity 505,request for payment number 152660
SYSTEM,Request Payment,17.16653037345979,UNDEFINED,project 503,task 149676,request for payment 152659,organizational unit 65458,0,6.5421410255113415,activity 505,request for payment number 152660
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 503,task 149676,request for payment 152659,organizational unit 65458,0,6.5421410255113415,activity 505,request for payment number 152660
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.153954100551562,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 151267,organizational unit 65482,0,3.8512387638554904,UNKNOWN,request for payment number 151268
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.15395512982358,SUPERVISOR,UNKNOWN,UNKNOWN,request for payment 151267,organizational unit 65482,0,3.8512387638554904,UNKNOWN,request for payment number 151268
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.15398543963493,EMPLOYEE,project 147556,UNKNOWN,request for payment 150598,organizational unit 65463,0,6.180822754899352,UNKNOWN,request for payment number 150599
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.15399679670468,SUPERVISOR,project 147556,UNKNOWN,request for payment 150598,organizational unit 65463,0,6.180822754899352,UNKNOWN,request for payment number 150599
SYSTEM,Request Payment,17.163120788289326,UNDEFINED,project 147556,UNKNOWN,request for payment 150598,organizational unit 65463,0,6.180822754899352,UNKNOWN,request for payment number 150599
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 147556,UNKNOWN,request for payment 150598,organizational unit 65463,0,6.180822754899352,UNKNOWN,request for payment number 150599
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154008685998882,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 152663,organizational unit 65482,0,6.3641478196884105,UNKNOWN,request for payment number 152664
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.154008863449967,SUPERVISOR,UNKNOWN,UNKNOWN,request for payment 152663,organizational unit 65482,0,6.3641478196884105,UNKNOWN,request for payment number 152664
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154123774157764,EMPLOYEE,project 147546,UNKNOWN,request for payment 150068,organizational unit 65458,0,4.585625512794517,UNKNOWN,request for payment number 150069
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.154126471100405,SUPERVISOR,project 147546,UNKNOWN,request for payment 150068,organizational unit 65458,0,4.585625512794517,UNKNOWN,request for payment number 150069
SYSTEM,Request Payment,17.166408642288157,UNDEFINED,project 147546,UNKNOWN,request for payment 150068,organizational unit 65458,0,4.585625512794517,UNKNOWN,request for payment number 150069
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 147546,UNKNOWN,request for payment 150068,organizational unit 65458,0,4.585625512794517,UNKNOWN,request for payment number 150069
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154136726513233,EMPLOYEE,project 147620,UNKNOWN,request for payment 150602,organizational unit 65458,0,5.244815425222248,UNKNOWN,request for payment number 150603
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.15413910405067,SUPERVISOR,project 147620,UNKNOWN,request for payment 150602,organizational unit 65458,0,5.244815425222248,UNKNOWN,request for payment number 150603
SYSTEM,Request Payment,17.16303944070768,UNDEFINED,project 147620,UNKNOWN,request for payment 150602,organizational unit 65458,0,5.244815425222248,UNKNOWN,request for payment number 150603
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 147620,UNKNOWN,request for payment 150602,organizational unit 65458,0,5.244815425222248,UNKNOWN,request for payment number 150603
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154147230218044,EMPLOYEE,project 147546,UNKNOWN,request for payment 150611,organizational unit 65458,0,2.9042459681191,UNKNOWN,request for payment number 150612
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.15414893351113,SUPERVISOR,project 147546,UNKNOWN,request for payment 150611,organizational unit 65458,0,2.9042459681191,UNKNOWN,request for payment number 150612
SYSTEM,Request Payment,17.17213447268022,UNDEFINED,project 147546,UNKNOWN,request for payment 150611,organizational unit 65458,0,2.9042459681191,UNKNOWN,request for payment number 150612
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147546,UNKNOWN,request for payment 150611,organizational unit 65458,0,2.9042459681191,UNKNOWN,request for payment number 150612
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154284052185307,EMPLOYEE,project 503,UNKNOWN,request for payment 150417,organizational unit 65463,0,4.496779801239614,UNKNOWN,request for payment number 150418
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.15428469083317,PRE_APPROVER,project 503,UNKNOWN,request for payment 150417,organizational unit 65463,0,4.496779801239614,UNKNOWN,request for payment number 150418
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.154378638586294,SUPERVISOR,project 503,UNKNOWN,request for payment 150417,organizational unit 65463,0,4.496779801239614,UNKNOWN,request for payment number 150418
SYSTEM,Request Payment,17.162835075393527,UNDEFINED,project 503,UNKNOWN,request for payment 150417,organizational unit 65463,0,4.496779801239614,UNKNOWN,request for payment number 150418
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 503,UNKNOWN,request for payment 150417,organizational unit 65463,0,4.496779801239614,UNKNOWN,request for payment number 150418
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154317225853955,EMPLOYEE,project 147531,UNKNOWN,request for payment 151918,organizational unit 65458,0,2.944672861646533,UNKNOWN,request for payment number 151919
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.154317296812494,PRE_APPROVER,project 147531,UNKNOWN,request for payment 151918,organizational unit 65458,0,2.944672861646533,UNKNOWN,request for payment number 151919
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.163450542212132,SUPERVISOR,project 147531,UNKNOWN,request for payment 151918,organizational unit 65458,0,2.944672861646533,UNKNOWN,request for payment number 151919
SYSTEM,Request Payment,17.16352078283763,UNDEFINED,project 147531,UNKNOWN,request for payment 151918,organizational unit 65458,0,2.944672861646533,UNKNOWN,request for payment number 151919
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 147531,UNKNOWN,request for payment 151918,organizational unit 65458,0,2.944672861646533,UNKNOWN,request for payment number 151919
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154473535305122,EMPLOYEE,project 147572,UNKNOWN,request for payment 151794,organizational unit 65455,0,4.871650870475888,UNKNOWN,request for payment number 151795
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.154488079426898,SUPERVISOR,project 147572,UNKNOWN,request for payment 151794,organizational unit 65455,0,4.871650870475888,UNKNOWN,request for payment number 151795
SYSTEM,Request Payment,17.204444179524852,UNDEFINED,project 147572,UNKNOWN,request for payment 151794,organizational unit 65455,0,4.871650870475888,UNKNOWN,request for payment number 151795
SYSTEM,Payment Handled,17.21417349730573,UNDEFINED,project 147572,UNKNOWN,request for payment 151794,organizational unit 65455,0,4.871650870475888,UNKNOWN,request for payment number 151795
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.154616945294467,EMPLOYEE,project 148309,UNKNOWN,request for payment 151798,organizational unit 65463,0,2.7366205627658196,UNKNOWN,request for payment number 151799
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.15461733544942,PRE_APPROVER,project 148309,UNKNOWN,request for payment 151798,organizational unit 65463,0,2.7366205627658196,UNKNOWN,request for payment number 151799
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.17438005487798,SUPERVISOR,project 148309,UNKNOWN,request for payment 151798,organizational unit 65463,0,2.7366205627658196,UNKNOWN,request for payment number 151799
SYSTEM,Request Payment,17.184141565170325,UNDEFINED,project 148309,UNKNOWN,request for payment 151798,organizational unit 65463,0,2.7366205627658196,UNKNOWN,request for payment number 151799
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 148309,UNKNOWN,request for payment 151798,organizational unit 65463,0,2.7366205627658196,UNKNOWN,request for payment number 151799
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.155433631809743,EMPLOYEE,project 503,UNKNOWN,request for payment 151870,organizational unit 65458,0,3.342722611097438,UNKNOWN,request for payment number 151871
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.15543377356847,SUPERVISOR,project 503,UNKNOWN,request for payment 151870,organizational unit 65458,0,3.342722611097438,UNKNOWN,request for payment number 151871
SYSTEM,Request Payment,17.163003741344223,UNDEFINED,project 503,UNKNOWN,request for payment 151870,organizational unit 65458,0,3.342722611097438,UNKNOWN,request for payment number 151871
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 503,UNKNOWN,request for payment 151870,organizational unit 65458,0,3.342722611097438,UNKNOWN,request for payment number 151871
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.161184447397027,EMPLOYEE,project 503,UNKNOWN,request for payment 149968,organizational unit 65458,0,2.453057528979959,UNKNOWN,request for payment number 149969
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.161184588342863,SUPERVISOR,project 503,UNKNOWN,request for payment 149968,organizational unit 65458,0,2.453057528979959,UNKNOWN,request for payment number 149969
SYSTEM,Request Payment,17.166236167346288,UNDEFINED,project 503,UNKNOWN,request for payment 149968,organizational unit 65458,0,2.453057528979959,UNKNOWN,request for payment number 149969
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 503,UNKNOWN,request for payment 149968,organizational unit 65458,0,2.453057528979959,UNKNOWN,request for payment number 149969
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.162832014872624,EMPLOYEE,project 147620,task 76059,request for payment 150518,organizational unit 65463,0,4.616423006160463,activity 505,request for payment number 150519
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.162832120407984,PRE_APPROVER,project 147620,task 76059,request for payment 150518,organizational unit 65463,0,4.616423006160463,activity 505,request for payment number 150519
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.16574167947665,SUPERVISOR,project 147620,task 76059,request for payment 150518,organizational unit 65463,0,4.616423006160463,activity 505,request for payment number 150519
SYSTEM,Request Payment,17.17495585993325,UNDEFINED,project 147620,task 76059,request for payment 150518,organizational unit 65463,0,4.616423006160463,activity 505,request for payment number 150519
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147620,task 76059,request for payment 150518,organizational unit 65463,0,4.616423006160463,activity 505,request for payment number 150519
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.16293096697069,EMPLOYEE,project 147860,task 79257,request for payment 151452,organizational unit 65463,0,3.2131622958353887,activity 505,request for payment number 151453
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.162933569915396,SUPERVISOR,project 147860,task 79257,request for payment 151452,organizational unit 65463,0,3.2131622958353887,activity 505,request for payment number 151453
SYSTEM,Request Payment,17.163607117908313,UNDEFINED,project 147860,task 79257,request for payment 151452,organizational unit 65463,0,3.2131622958353887,activity 505,request for payment number 151453
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 147860,task 79257,request for payment 151452,organizational unit 65463,0,3.2131622958353887,activity 505,request for payment number 151453
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.162980492107994,EMPLOYEE,project 148309,UNKNOWN,request for payment 152220,organizational unit 65458,0,2.4474603931563177,UNKNOWN,request for payment number 152221
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.162980808667037,SUPERVISOR,project 148309,UNKNOWN,request for payment 152220,organizational unit 65458,0,2.4474603931563177,UNKNOWN,request for payment number 152221
SYSTEM,Request Payment,17.166234905224883,UNDEFINED,project 148309,UNKNOWN,request for payment 152220,organizational unit 65458,0,2.4474603931563177,UNKNOWN,request for payment number 152221
SYSTEM,Payment Handled,17.172910724913613,UNDEFINED,project 148309,UNKNOWN,request for payment 152220,organizational unit 65458,0,2.4474603931563177,UNKNOWN,request for payment number 152221
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.163370662992847,EMPLOYEE,project 503,task 8599,request for payment 152135,organizational unit 65463,0,4.907868918644278,activity 505,request for payment number 152136
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.163371014587895,PRE_APPROVER,project 503,task 8599,request for payment 152135,organizational unit 65463,0,4.907868918644278,activity 505,request for payment number 152136
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.163413943414668,SUPERVISOR,project 503,task 8599,request for payment 152135,organizational unit 65463,0,4.907868918644278,activity 505,request for payment number 152136
SYSTEM,Request Payment,17.175826186376213,UNDEFINED,project 503,task 8599,request for payment 152135,organizational unit 65463,0,4.907868918644278,activity 505,request for payment number 152136
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 503,task 8599,request for payment 152135,organizational unit 65463,0,4.907868918644278,activity 505,request for payment number 152136
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.163861334212537,EMPLOYEE,project 147620,UNKNOWN,request for payment 151271,organizational unit 65463,0,3.961418483383134,UNKNOWN,request for payment number 151272
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.1638627399021,PRE_APPROVER,project 147620,UNKNOWN,request for payment 151271,organizational unit 65463,0,3.961418483383134,UNKNOWN,request for payment number 151272
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.165927811792013,SUPERVISOR,project 147620,UNKNOWN,request for payment 151271,organizational unit 65463,0,3.961418483383134,UNKNOWN,request for payment number 151272
SYSTEM,Request Payment,17.1721423842178,UNDEFINED,project 147620,UNKNOWN,request for payment 151271,organizational unit 65463,0,3.961418483383134,UNKNOWN,request for payment number 151272
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147620,UNKNOWN,request for payment 151271,organizational unit 65463,0,3.961418483383134,UNKNOWN,request for payment number 151272
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.163925326227368,EMPLOYEE,project 147572,UNKNOWN,request for payment 151456,organizational unit 65458,0,5.199403361841387,UNKNOWN,request for payment number 151457
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.163934357170454,SUPERVISOR,project 147572,UNKNOWN,request for payment 151456,organizational unit 65458,0,5.199403361841387,UNKNOWN,request for payment number 151457
SYSTEM,Request Payment,17.17213353165617,UNDEFINED,project 147572,UNKNOWN,request for payment 151456,organizational unit 65458,0,5.199403361841387,UNKNOWN,request for payment number 151457
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147572,UNKNOWN,request for payment 151456,organizational unit 65458,0,5.199403361841387,UNKNOWN,request for payment number 151457
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.164039735571336,EMPLOYEE,project 147556,UNKNOWN,request for payment 151961,organizational unit 65463,0,3.045127751508979,UNKNOWN,request for payment number 151962
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.164040122067206,PRE_APPROVER,project 147556,UNKNOWN,request for payment 151961,organizational unit 65463,0,3.045127751508979,UNKNOWN,request for payment number 151962
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.165937806611716,SUPERVISOR,project 147556,UNKNOWN,request for payment 151961,organizational unit 65463,0,3.045127751508979,UNKNOWN,request for payment number 151962
SYSTEM,Request Payment,17.172152561081585,UNDEFINED,project 147556,UNKNOWN,request for payment 151961,organizational unit 65463,0,3.045127751508979,UNKNOWN,request for payment number 151962
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147556,UNKNOWN,request for payment 151961,organizational unit 65463,0,3.045127751508979,UNKNOWN,request for payment number 151962
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.165869489150122,EMPLOYEE,project 147908,UNKNOWN,request for payment 151874,organizational unit 65463,0,2.5520827773610013,UNKNOWN,request for payment number 151875
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.165869699580682,PRE_APPROVER,project 147908,UNKNOWN,request for payment 151874,organizational unit 65463,0,2.5520827773610013,UNKNOWN,request for payment number 151875
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.166058087308432,SUPERVISOR,project 147908,UNKNOWN,request for payment 151874,organizational unit 65463,0,2.5520827773610013,UNKNOWN,request for payment number 151875
SYSTEM,Request Payment,17.172155105281348,UNDEFINED,project 147908,UNKNOWN,request for payment 151874,organizational unit 65463,0,2.5520827773610013,UNKNOWN,request for payment number 151875
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147908,UNKNOWN,request for payment 151874,organizational unit 65463,0,2.5520827773610013,UNKNOWN,request for payment number 151875
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.166043850756335,EMPLOYEE,project 147546,UNKNOWN,request for payment 150615,organizational unit 65467,0,6.25781541493094,UNKNOWN,request for payment number 150616
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.166047848232317,SUPERVISOR,project 147546,UNKNOWN,request for payment 150615,organizational unit 65467,0,6.25781541493094,UNKNOWN,request for payment number 150616
SYSTEM,Request Payment,17.187165287921133,UNDEFINED,project 147546,UNKNOWN,request for payment 150615,organizational unit 65467,0,6.25781541493094,UNKNOWN,request for payment number 150616
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 147546,UNKNOWN,request for payment 150615,organizational unit 65467,0,6.25781541493094,UNKNOWN,request for payment number 150616
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.166447304844823,EMPLOYEE,project 147908,UNKNOWN,request for payment 152140,organizational unit 65463,0,4.729135765848865,UNKNOWN,request for payment number 152141
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.166457119217874,PRE_APPROVER,project 147908,UNKNOWN,request for payment 152140,organizational unit 65463,0,4.729135765848865,UNKNOWN,request for payment number 152141
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.16896671512738,SUPERVISOR,project 147908,UNKNOWN,request for payment 152140,organizational unit 65463,0,4.729135765848865,UNKNOWN,request for payment number 152141
SYSTEM,Request Payment,17.172160646735144,UNDEFINED,project 147908,UNKNOWN,request for payment 152140,organizational unit 65463,0,4.729135765848865,UNKNOWN,request for payment number 152141
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147908,UNKNOWN,request for payment 152140,organizational unit 65463,0,4.729135765848865,UNKNOWN,request for payment number 152141
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.168770901441516,EMPLOYEE,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
STAFF MEMBER,Request For Payment REJECTED by ADMINISTRATION,17.360845281472756,ADMINISTRATION,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.36372828752045,EMPLOYEE,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.46017701418264,EMPLOYEE,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
STAFF MEMBER,Request For Payment APPROVED by ADMINISTRATION,17.46017724935373,ADMINISTRATION,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.460679631434047,SUPERVISOR,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
SYSTEM,Request Payment,17.4638248856062,UNDEFINED,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
SYSTEM,Payment Handled,17.478877697999348,UNDEFINED,project 148982,UNKNOWN,request for payment 157874,organizational unit 65460,0,5.539932775397386,UNKNOWN,request for payment number 157875
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.168946750880163,EMPLOYEE,project 150197,UNKNOWN,request for payment 152018,organizational unit 65463,0,5.535337368017975,UNKNOWN,request for payment number 152019
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.168955247097134,SUPERVISOR,project 150197,UNKNOWN,request for payment 152018,organizational unit 65463,0,5.535337368017975,UNKNOWN,request for payment number 152019
SYSTEM,Request Payment,17.17216859291719,UNDEFINED,project 150197,UNKNOWN,request for payment 152018,organizational unit 65463,0,5.535337368017975,UNKNOWN,request for payment number 152019
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 150197,UNKNOWN,request for payment 152018,organizational unit 65463,0,5.535337368017975,UNKNOWN,request for payment number 152019
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.16897793828574,EMPLOYEE,project 148391,task 85524,request for payment 152145,organizational unit 65463,0,2.2600141484244993,activity 505,request for payment number 152146
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.168979721392763,PRE_APPROVER,project 148391,task 85524,request for payment 152145,organizational unit 65463,0,2.2600141484244993,activity 505,request for payment number 152146
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.17540218227847,SUPERVISOR,project 148391,task 85524,request for payment 152145,organizational unit 65463,0,2.2600141484244993,activity 505,request for payment number 152146
SYSTEM,Request Payment,17.196184908902,UNDEFINED,project 148391,task 85524,request for payment 152145,organizational unit 65463,0,2.2600141484244993,activity 505,request for payment number 152146
SYSTEM,Payment Handled,17.205473198938652,UNDEFINED,project 148391,task 85524,request for payment 152145,organizational unit 65463,0,2.2600141484244993,activity 505,request for payment number 152146
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.169655639496135,EMPLOYEE,project 147572,UNKNOWN,request for payment 149972,organizational unit 65463,0,3.13452774599533,UNKNOWN,request for payment number 149973
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.169655953949132,SUPERVISOR,project 147572,UNKNOWN,request for payment 149972,organizational unit 65463,0,3.13452774599533,UNKNOWN,request for payment number 149973
SYSTEM,Request Payment,17.174969865911507,UNDEFINED,project 147572,UNKNOWN,request for payment 149972,organizational unit 65463,0,3.13452774599533,UNKNOWN,request for payment number 149973
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147572,UNKNOWN,request for payment 149972,organizational unit 65463,0,3.13452774599533,UNKNOWN,request for payment number 149973
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.169657700908434,EMPLOYEE,project 503,UNKNOWN,request for payment 152074,organizational unit 65463,0,5.585838296826697,UNKNOWN,request for payment number 152075
STAFF MEMBER,Request For Payment APPROVED by PRE_APPROVER,17.169657945482495,PRE_APPROVER,project 503,UNKNOWN,request for payment 152074,organizational unit 65463,0,5.585838296826697,UNKNOWN,request for payment number 152075
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.175649667194747,SUPERVISOR,project 503,UNKNOWN,request for payment 152074,organizational unit 65463,0,5.585838296826697,UNKNOWN,request for payment number 152075
SYSTEM,Request Payment,17.187287093201878,UNDEFINED,project 503,UNKNOWN,request for payment 152074,organizational unit 65463,0,5.585838296826697,UNKNOWN,request for payment number 152075
SYSTEM,Payment Handled,17.193754240915244,UNDEFINED,project 503,UNKNOWN,request for payment 152074,organizational unit 65463,0,5.585838296826697,UNKNOWN,request for payment number 152075
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.16971276350162,EMPLOYEE,project 147546,task 3445,request for payment 152394,organizational unit 65458,0,4.626058710134857,activity 505,request for payment number 152395
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.169714405550167,SUPERVISOR,project 147546,task 3445,request for payment 152394,organizational unit 65458,0,4.626058710134857,activity 505,request for payment number 152395
SYSTEM,Request Payment,17.207566887219105,UNDEFINED,project 147546,task 3445,request for payment 152394,organizational unit 65458,0,4.626058710134857,activity 505,request for payment number 152395
SYSTEM,Payment Handled,17.21417349730573,UNDEFINED,project 147546,task 3445,request for payment 152394,organizational unit 65458,0,4.626058710134857,activity 505,request for payment number 152395
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.169783858240983,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 149976,organizational unit 65458,0,6.025403316321952,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by SUPERVISOR,17.169784102784188,SUPERVISOR,UNKNOWN,UNKNOWN,request for payment 149976,organizational unit 65458,0,6.025403316321952,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment REJECTED by EMPLOYEE,17.1717785978813,EMPLOYEE,UNKNOWN,UNKNOWN,request for payment 149976,organizational unit 65458,0,6.025403316321952,UNKNOWN,UNKNOWN
STAFF MEMBER,Request For Payment SUBMITTED by EMPLOYEE,17.170563367789406,EMPLOYEE,project 147551,UNKNOWN,request for payment 150229,organizational unit 65458,0,2.7137868891814394,UNKNOWN,request for payment number 150230
STAFF MEMBER,Request For Payment FINAL_APPROVED by SUPERVISOR,17.17056553205372,SUPERVISOR,project 147551,UNKNOWN,request for payment 150229,organizational unit 65458,0,2.7137868891814394,UNKNOWN,request for payment number 150230
SYSTEM,Request Payment,17.172131649605404,UNDEFINED,project 147551,UNKNOWN,request for payment 150229,organizational unit 65458,0,2.7137868891814394,UNKNOWN,request for payment number 150230
SYSTEM,Payment Handled,17.184874867860035,UNDEFINED,project 147551,UNKNOWN,request for payment 150229,organizational unit 65458,0,2.7137868891814394,UNKNOWN,request for payment number 150230
