org:group,resource country,org:resource,oranization country,org:role,Activity,impact,product,time:timestamp,CaseID
Org line G4,Sweden,Katarina,se,NAN,Accepted_In Progress,Medium,PROD374,18.7032265156665,1-443175071
Org line G4,Sweden,Katarina,se,NAN,Accepted_Wait,Medium,PROD374,18.7415677449943,1-443175071
Org line G4,Sweden,Katarina,se,NAN,Completed_Closed,Medium,PROD374,18.94689624962949,1-443175071
Org line C,Sweden,Martin,se,C_6,Queued_Awaiting Assignment,Medium,PROD154,18.712122671781046,1-473084325
Org line C,France,Olivier,se,C_6,Queued_Awaiting Assignment,Medium,PROD154,18.84620428977169,1-473084325
Org line C,France,Olivier,se,C_6,Queued_Awaiting Assignment,Medium,PROD154,18.847768978105563,1-473084325
Org line A2,Sweden,Britt,se,A2_1,Queued_Awaiting Assignment,Medium,PROD154,18.923318938001447,1-473084325
Org line A2,Sweden,Britt,se,A2_1,Accepted_In Progress,Medium,PROD154,18.925268899093783,1-473084325
Org line A2,Sweden,Britt,se,A2_1,Accepted_Wait,Medium,PROD154,18.92531489202932,1-473084325
Org line A2,Sweden,Britt,se,A2_1,Completed_Closed,Medium,PROD154,18.94445905826278,1-473084325
Org line G4,Sweden,Per,se,NAN,Accepted_In Progress,High,PROD374,18.712870130684248,1-479002951
Org line G4,Sweden,Per,se,NAN,Accepted_Wait,High,PROD374,18.73642703143266,1-479002951
Org line G4,Sweden,Per,se,NAN,Completed_Closed,High,PROD374,18.937281688402123,1-479002951
Org line G4,Sweden,Katarina,se,NAN,Accepted_In Progress,Medium,PROD374,18.715495942561056,1-489198755
Org line G4,Sweden,Katarina,se,NAN,Accepted_Wait,Medium,PROD374,18.741566272217604,1-489198755
Org line G4,Sweden,Katarina,se,NAN,Completed_Closed,Medium,PROD374,18.92957023462172,1-489198755
Org line A2,POLAND,Michal,pl,A2_3,Accepted_In Progress,Low,PROD791,18.720642859586697,1-498324124
Org line A2,POLAND,Michal,pl,A2_3,Accepted_Assigned,Low,PROD791,18.721164501547552,1-498324124
Org line A2,POLAND,Michal,pl,A2_3,Accepted_Assigned,Low,PROD791,18.759484745609523,1-498324124
Org line G4,Sweden,Joakim,se,NAN,Accepted_In Progress,Medium,PROD374,18.72514226083761,1-502769178
Org line G4,Sweden,Joakim,se,NAN,Accepted_In Progress,Medium,PROD374,18.725145542798046,1-502769178
Org line G4,Sweden,Joakim,se,NAN,Accepted_Wait,Medium,PROD374,18.768561328625253,1-502769178
Org line G4,Sweden,Joakim,se,NAN,Queued_Awaiting Assignment,Medium,PROD374,18.841495579899135,1-502769178
Org line G4,Sweden,Per,se,NAN,Accepted_In Progress,High,PROD374,18.7326241945629,1-506092586
Org line G4,Sweden,Per,se,NAN,Completed_Closed,High,PROD374,18.919535880462604,1-506092586
Org line G4,Sweden,Katarina,se,NAN,Accepted_In Progress,Medium,PROD374,18.73710648554408,1-507679771
Org line G4,Sweden,Katarina,se,NAN,Completed_Closed,Medium,PROD374,18.922783247693847,1-507679771
Org line G4,Sweden,David,se,NAN,Accepted_Assigned,High,PROD412,18.92168113380024,1-510142147
Org line G4,Sweden,David,se,NAN,Accepted_In Progress,High,PROD412,18.92211926642164,1-510142147
Org line G4,Sweden,David,se,NAN,Completed_Closed,High,PROD412,18.922119284591403,1-510142147
Org line A2,United Kingdom,Timothy,gb,A2_1,Accepted_In Progress,Medium,PROD236,18.74396395795836,1-510399424
Org line A2,United Kingdom,Timothy,gb,A2_1,Completed_Closed,Medium,PROD236,18.92997988523657,1-510399424
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92550512623707,1-511787661
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.925505687595674,1-511787661
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,High,PROD236,18.750157706308173,1-512617571
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Assigned,High,PROD236,18.750158051572043,1-512617571
Org line A2,United Kingdom,Andrew,gb,A2_1,Accepted_Assigned,High,PROD236,18.831326396504178,1-512617571
Org line A2,United Kingdom,Andrew,gb,A2_1,Accepted_In Progress,High,PROD236,18.831955602728645,1-512617571
Org line A2,United Kingdom,Andrew,gb,A2_1,Accepted_Wait,High,PROD236,18.87343725555384,1-512617571
Org line A2,United Kingdom,Andrew,gb,A2_1,Completed_Closed,High,PROD236,18.92999127254109,1-512617571
Org line G4,Sweden,Roland,se,NAN,Accepted_In Progress,Low,PROD448,18.750671363058068,1-513031774
Org line G4,Sweden,Roland,se,NAN,Completed_Closed,Low,PROD448,18.9439882874342,1-513031774
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.911097371777863,1-513180623
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.911126997858155,1-513180623
Org line C,Sweden,Mikael,se,E_6,Accepted_In Progress,High,PROD98,18.75261862303774,1-514618724
Org line C,Sweden,Mikael,se,E_6,Accepted_Wait,High,PROD98,18.75443414503044,1-514618724
Org line C,Sweden,Mikael,se,E_6,Accepted_In Progress,High,PROD98,18.933061823369748,1-514618724
Org line C,Sweden,Mikael,se,E_6,Completed_Closed,High,PROD98,18.9330650523381,1-514618724
Org line G4,Sweden,Roland,se,NAN,Accepted_In Progress,Low,PROD374,18.754579328713838,1-515461174
Org line G4,Sweden,Roland,se,NAN,Accepted_Assigned,Low,PROD374,18.896157182519808,1-515461174
Org line G4,Sweden,Roland,se,NAN,Accepted_Wait,Low,PROD374,18.92656600821423,1-515461174
Org line G4,Sweden,Roland,se,NAN,Completed_Closed,Low,PROD374,18.9504664578268,1-515461174
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92166913642919,1-517002080
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.9216693121493,1-517002080
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.921859514091317,1-517045062
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.921860416756928,1-517045062
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.912714817311628,1-518362551
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.912714921246483,1-518362551
Org line G4,Sweden,Per,se,NAN,Accepted_In Progress,High,PROD374,18.762970007390848,1-520127960
Org line G4,Sweden,Per,se,NAN,Accepted_Assigned,High,PROD374,18.762970866663213,1-520127960
Org line G4,Sweden,Per,se,NAN,Completed_Closed,High,PROD374,18.91953821827786,1-520127960
Org line A2,Sweden,Tomas,cn,A2_2,Accepted_In Progress,High,PROD753,18.763863592538197,1-520705880
Org line A2,Sweden,Tomas,cn,A2_2,Accepted_Wait,High,PROD753,18.88106427937318,1-520705880
Org line A2,Sweden,Tomas,cn,A2_2,Completed_Closed,High,PROD753,18.98251971592463,1-520705880
Org line G4,Sweden,Erik,se,NAN,Accepted_In Progress,Low,PROD108,18.767331679973843,1-522222222
Org line G4,Sweden,Erik,se,NAN,Completed_Closed,Low,PROD108,18.936251903829046,1-522222222
Org line C,Sweden,Jonas,in,E_8,Accepted_In Progress,Major,PROD436,18.767884738706176,1-522460624
Org line C,Sweden,Jonas,in,E_8,Queued_Awaiting Assignment,Major,PROD436,18.7678857138981,1-522460624
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92551154864356,1-522734472
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92551204963782,1-522734472
Org line A2,INDIA,Arun,se,A2_4,Accepted_In Progress,Medium,PROD67,18.768606756358672,1-522949376
Org line A2,INDIA,Arun,se,A2_4,Queued_Awaiting Assignment,Medium,PROD67,18.777208545066124,1-522949376
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.921664791891146,1-523069229
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92166480400983,1-523069229
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.930061270067533,1-523392191
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.930061432301795,1-523392191
Org line C,Belgium,Els,be,C_2,Accepted_Assigned,Medium,PROD330,18.85833342259827,1-524375607
Org line C,Belgium,Jo,be,C_2,Accepted_Assigned,Medium,PROD330,18.858342879860427,1-524375607
Org line C,Belgium,Jo,be,C_2,Accepted_In Progress,Medium,PROD330,18.87728154903026,1-524375607
Org line C,Belgium,Jo,be,C_2,Completed_Closed,Medium,PROD330,18.95823295720383,1-524375607
Org line G4,Sweden,Katarina,se,NAN,Accepted_In Progress,Medium,PROD374,18.774221881645673,1-525589021
Org line G4,Sweden,Katarina,se,NAN,Completed_Closed,Medium,PROD374,18.92279311333047,1-525589021
Org line G4,Sweden,Katarina,se,NAN,Accepted_In Progress,Medium,PROD374,18.775984267924482,1-526037041
Org line G4,Sweden,Katarina,se,NAN,Completed_Closed,Medium,PROD374,18.92279676903859,1-526037041
Org line G4,Sweden,Roland,se,NAN,Accepted_In Progress,Low,PROD374,18.778008876516953,1-527208576
Org line G4,Sweden,Roland,se,NAN,Accepted_Wait,Low,PROD374,18.87065216154945,1-527208576
Org line G4,Sweden,Roland,se,NAN,Completed_Closed,Low,PROD374,18.926578344936043,1-527208576
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.923428836121378,1-530147896
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92342941679271,1-530147896
Org line C,Sweden,Jonas,in,E_8,Accepted_In Progress,Medium,PROD756,18.78942398219618,1-531872604
Org line C,Sweden,Jonas,in,E_8,Accepted_Wait,Medium,PROD756,18.78976892883426,1-531872604
Org line C,Sweden,Jonas,in,E_8,Queued_Awaiting Assignment,Medium,PROD756,18.802754140098553,1-531872604
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92550446830024,1-532084405
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.925504963261933,1-532084405
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92344250600284,1-533851634
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92344363103786,1-533851634
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD236,18.795036577657996,1-534493180
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Assigned,Medium,PROD236,18.795036935278652,1-534493180
Org line A2,POLAND,Michal,pl,A2_1,Accepted_In Progress,Medium,PROD791,18.797475085598467,1-535418135
Org line A2,POLAND,Michal,pl,A2_1,Accepted_Wait,Medium,PROD791,18.81922684416863,1-535418135
Org line A2,POLAND,Michal,pl,A2_1,Accepted_Wait,Medium,PROD791,18.81922750875079,1-535418135
Org line A2,POLAND,Michal,pl,A2_1,Accepted_In Progress,Medium,PROD791,18.915943745881332,1-535418135
Org line A2,POLAND,Michal,pl,A2_1,Completed_Closed,Medium,PROD791,18.915944501550204,1-535418135
Org line C,Sweden,Lars,se,E_3,Accepted_In Progress,Medium,PROD714,18.79745958058661,1-535439201
Org line C,Sweden,Lars,se,E_3,Accepted_Wait,Medium,PROD714,18.79746824558526,1-535439201
Org line C,Sweden,Lars,se,E_3,Completed_Closed,Medium,PROD714,18.938200940973555,1-535439201
Org line C,Sweden,Daniel,se,E_6,Accepted_Assigned,Major,PROD374,18.80993017236916,1-537169872
Org line G4,Sweden,Joakim,se,NAN,Queued_Awaiting Assignment,Major,PROD374,18.84149707674458,1-537169872
Org line G4,Sweden,Joakim,se,NAN,Queued_Awaiting Assignment,Low,PROD448,18.884388294425484,1-538297321
Org line G4,Sweden,Rickard,se,NAN,Accepted_In Progress,Low,PROD448,18.884398571374224,1-538297321
Org line B,Brazil,Thiago,br,E_6,Accepted_In Progress,High,PROD473,18.919193735406925,1-538467021
Org line B,Brazil,Thiago,br,E_6,Completed_Closed,High,PROD473,18.919194494698196,1-538467021
Org line C,Sweden,Jonas,in,E_8,Accepted_In Progress,High,PROD473,18.80572436571058,1-539000895
Org line C,Sweden,Jonas,in,E_8,Completed_Closed,High,PROD473,18.975715747525555,1-539000895
Org line G4,Sweden,Katarina,se,NAN,Accepted_In Progress,Medium,PROD374,18.80580157009594,1-539083171
Org line G4,Sweden,Katarina,se,NAN,Accepted_Assigned,Medium,PROD374,18.93010682080931,1-539083171
Org line G4,Sweden,Katarina,se,NAN,Completed_Closed,Medium,PROD374,18.979717895938865,1-539083171
Org line A2,United Kingdom,Andrew,gb,A2_1,Accepted_In Progress,Medium,PROD236,18.8070059131379,1-539805130
Org line A2,United Kingdom,Andrew,gb,A2_1,Accepted_Wait,Medium,PROD236,18.873505533259426,1-539805130
Org line A2,United Kingdom,Andrew,gb,A2_1,Completed_Closed,Medium,PROD236,18.929991542950443,1-539805130
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.925523916488736,1-541565290
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.925524357116807,1-541565290
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,High,PROD235,18.813443362624188,1-542027112
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,High,PROD235,18.813444821031375,1-542027112
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Assigned,High,PROD235,18.813447508276088,1-542027112
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,High,PROD235,18.84383523495592,1-542027112
Org line C,France,Cyril,fr,E_6,Accepted_In Progress,Medium,PROD802,18.81563297827642,1-542919207
Org line C,France,Cyril,fr,E_6,Queued_Awaiting Assignment,Medium,PROD802,18.81563584828635,1-542919207
Org line A2,USA,Fredrik,us,A2_4,Accepted_In Progress,Low,PROD546,18.815668266699795,1-542940765
Org line A2,USA,Fredrik,us,A2_4,Accepted_In Progress,Low,PROD546,18.858659423826484,1-542940765
Org line A2,USA,Fredrik,us,A2_4,Queued_Awaiting Assignment,Low,PROD546,18.8586595335342,1-542940765
Org line A2,USA,Fredrik,us,A2_4,Accepted_In Progress,Low,PROD546,18.933155579021474,1-542940765
Org line A2,USA,Fredrik,us,A2_4,Queued_Awaiting Assignment,Low,PROD546,18.933155998329287,1-542940765
Org line A2,USA,Fredrik,us,A2_4,Accepted_In Progress,Low,PROD546,18.933701117492113,1-542940765
Org line A2,USA,Fredrik,us,A2_4,Completed_Closed,Low,PROD546,18.93370376966135,1-542940765
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD236,18.81747098059644,1-543300099
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Assigned,Medium,PROD236,18.817540330545796,1-543300099
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD236,18.843835045012447,1-543300099
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.925412491714937,1-545370610
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.92541296861214,1-545370610
Org line A2,Sweden,Tomas,cn,A2_2,Accepted_In Progress,Low,PROD753,18.825436567244182,1-545738536
Org line A2,Sweden,Tomas,cn,A2_2,Accepted_Assigned,Low,PROD753,18.825438555318485,1-545738536
Org line A2,Sweden,Tomas,cn,A2_2,Accepted_In Progress,Low,PROD753,18.839548040175682,1-545738536
Org line G4,Sweden,Fredrik,se,NAN,Queued_Awaiting Assignment,High,PROD108,18.829511295929343,1-545911672
Org line G4,Sweden,Mattias,se,NAN,Accepted_In Progress,High,PROD108,18.918496158789484,1-545911672
Org line G4,Sweden,Mattias,se,NAN,Completed_Closed,High,PROD108,18.918498237658692,1-545911672
Org line C,Sweden,Tomas,se,C_6,Queued_Awaiting Assignment,Medium,PROD253,18.826316297533875,1-546838031
Org line C,Sweden,Tomas,se,C_6,Queued_Awaiting Assignment,Medium,PROD253,18.82744539395673,1-546838031
Org line C,Sweden,Tomas,se,C_6,Accepted_In Progress,Medium,PROD253,18.8668086275061,1-546838031
Org line C,Sweden,Tomas,se,C_6,Accepted_Wait,Medium,PROD253,18.866809242003743,1-546838031
Org line C,Sweden,Tomas,se,C_6,Completed_Closed,Medium,PROD253,18.965204283261606,1-546838031
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,High,PROD236,18.826724298061713,1-547617088
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Assigned,High,PROD236,18.826731120757387,1-547617088
Org line A2,United Kingdom,Andrew,gb,A2_1,Accepted_Assigned,High,PROD236,18.834124907893838,1-547617088
Org line A2,United Kingdom,Andrew,gb,A2_1,Accepted_Wait,High,PROD236,18.834125489897914,1-547617088
Org line A2,United Kingdom,Andrew,gb,A2_1,Completed_Closed,High,PROD236,18.92999190950522,1-547617088
Org line F,Sweden,Craig,se,NAN,Accepted_In Progress,Low,PROD153,18.828549334713994,1-549431982
Org line F,Sweden,Craig,se,NAN,Queued_Awaiting Assignment,Low,PROD153,18.828550731352184,1-549431982
Org line G4,Sweden,Bharath,se,NAN,Accepted_In Progress,Medium,PROD397,18.830243405609945,1-550611848
Org line G4,Sweden,Bharath,se,NAN,Completed_Closed,Medium,PROD397,18.970161759569194,1-550611848
Org line C,Sweden,Praveen,se,E_10,Accepted_In Progress,High,PROD802,18.83400423393722,1-560404489
Org line C,Sweden,Praveen,se,E_10,Queued_Awaiting Assignment,High,PROD802,18.834006621762644,1-560404489
Org line C,Sweden,Martin,se,C_6,Queued_Awaiting Assignment,High,PROD802,18.834063603772076,1-560404489
Org line C,Sweden,Steve,se,C_6,Accepted_In Progress,High,PROD802,18.834120668513012,1-560404489
Org line C,Sweden,Steve,se,C_6,Accepted_Wait,High,PROD802,18.834192775222323,1-560404489
Org line C,Sweden,Per,se,E_6,Accepted_In Progress,High,PROD802,18.897309006778187,1-560404489
Org line C,Sweden,Mikael,se,V3_3,Accepted_In Progress,High,PROD802,18.89738422895651,1-560404489
Org line C,Sweden,Mikael,se,V3_3,Queued_Awaiting Assignment,High,PROD802,18.897767528321555,1-560404489
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD235,18.83771595947597,1-563779807
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Assigned,Medium,PROD235,18.837717949647082,1-563779807
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_In Progress,Medium,PROD235,18.843834914016927,1-563779807
Org line A2,United Kingdom,Ian,gb,A2_1,Accepted_Wait,Medium,PROD235,18.850564339277096,1-563779807
Org line B,INDIA,Murali,in,E_10,Accepted_In Progress,High,PROD209,18.838574344057715,1-564738994
Org line B,INDIA,Murali,in,E_10,Accepted_Wait,High,PROD209,18.838574824713167,1-564738994
Org line B,INDIA,Murali,in,E_10,Accepted_In Progress,High,PROD209,18.907940218529788,1-564738994
Org line B,INDIA,Murali,in,E_10,Completed_Closed,High,PROD209,18.939242456867508,1-564738994
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.925506810311933,1-564903210
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.925507528608236,1-564903210
Org line C,INDIA,Rohan,se,E_7,Accepted_In Progress,Low,PROD673,18.83931517461411,1-565905115
Org line C,INDIA,Rohan,se,E_7,Accepted_In Progress,Low,PROD673,18.900941835099523,1-565905115
Org line C,INDIA,Rohan,se,E_7,Completed_Closed,Low,PROD673,18.907951011856337,1-565905115
Org line D,Belgium,Wim,us,D_2,Accepted_In Progress,Low,PROD618,18.839399637984446,1-566096602
Org line D,Belgium,Wim,us,D_2,Completed_Closed,Low,PROD618,18.94899034431448,1-566096602
Org line D,Belgium,Wim,us,D_2,Accepted_In Progress,Low,PROD618,18.83995894386046,1-566661201
Org line D,Belgium,Wim,us,D_2,Accepted_Wait,Low,PROD618,18.839962001329585,1-566661201
Org line D,Belgium,Wim,us,D_2,Completed_Closed,Low,PROD618,18.915341985175957,1-566661201
Org line C,Sweden,Inger,in,C_3,Accepted_In Progress,Medium,PROD325,18.84323071113671,1-572078531
Org line C,Sweden,Inger,in,C_3,Queued_Awaiting Assignment,Medium,PROD325,18.843259317781087,1-572078531
Org line A2,France,Frederic,in,A2_2,Accepted_In Progress,Medium,PROD325,18.845497443014587,1-572078531
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.92550906177677,1-572625937
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.925509538627917,1-572625937
Org line C,Sweden,Per,se,E_6,Accepted_In Progress,Major,PROD148,18.84619951973886,1-573830584
Org line C,Sweden,Per,se,E_6,Accepted_In Progress,Major,PROD148,18.871701546523546,1-573830584
Org line C,Sweden,Mikael,se,E_6,Accepted_Assigned,Major,PROD148,18.915362656417514,1-573830584
Org line C,Sweden,Lena,se,E_6,Accepted_In Progress,Major,PROD148,18.915362662515165,1-573830584
Org line C,Sweden,Mikael,se,E_6,Accepted_Assigned,Major,PROD148,18.95253632389117,1-573830584
Org line C,Sweden,Lena,se,E_6,Accepted_Assigned,Major,PROD148,18.95259389270924,1-573830584
Org line C,Sweden,Lena,se,E_6,Accepted_Assigned,Major,PROD148,18.95259684772906,1-573830584
Org line C,Sweden,Lena,se,E_6,Accepted_In Progress,Major,PROD148,18.952636842446566,1-573830584
Org line C,Sweden,Lena,se,E_6,Completed_Closed,Major,PROD148,18.9526368718193,1-573830584
Org line G4,Sweden,David,se,NAN,Accepted_In Progress,Medium,PROD412,18.8467376841925,1-574222268
Org line G4,Sweden,David,se,NAN,Accepted_Assigned,Medium,PROD412,18.9216818912052,1-574222268
Org line G4,Sweden,David,se,NAN,Accepted_Assigned,Medium,PROD412,18.921681897264435,1-574222268
Org line G4,Sweden,David,se,NAN,Accepted_Assigned,Medium,PROD412,18.921857254394634,1-574222268
Org line G4,Sweden,David,se,NAN,Accepted_In Progress,Medium,PROD412,18.921857993491695,1-574222268
Org line G4,Sweden,David,se,NAN,Completed_Closed,Medium,PROD412,18.921858048015228,1-574222268
Org line G3,POLAND,Ewa,us,NAN,Accepted_In Progress,Medium,PROD98,18.923450072746256,1-574271413
Org line G3,POLAND,Ewa,us,NAN,Completed_Closed,Medium,PROD98,18.923450350978737,1-574271413
Org line A2,POLAND,Radoslaw,pl,A2_3,Accepted_In Progress,Major,PROD791,18.847288248132248,1-574623837
Org line A2,POLAND,Radoslaw,pl,A2_3,Accepted_Assigned,Major,PROD791,18.862331772577804,1-574623837
Org line A2,POLAND,Radoslaw,pl,A2_3,Accepted_In Progress,Major,PROD791,18.915893206182332,1-574623837
Org line A2,POLAND,Radoslaw,pl,A2_3,Completed_Closed,Major,PROD791,18.91589449210288,1-574623837
Org line D,Belgium,Wim,us,D_2,Accepted_In Progress,High,PROD618,18.849535834482676,1-575690736
Org line D,Belgium,Wim,us,D_2,Accepted_In Progress,High,PROD618,18.850083298283728,1-575690736
Org line D,Belgium,Wim,us,D_2,Accepted_In Progress,High,PROD618,18.850543364202476,1-575690736
Org line D,Belgium,Wim,us,D_2,Completed_Closed,High,PROD618,18.948990580154767,1-575690736
Org line A2,POLAND,Ewa,us,A2_2,Accepted_In Progress,Medium,PROD98,18.92428845313345,1-577196856
Org line A2,POLAND,Ewa,us,A2_2,Completed_Closed,Medium,PROD98,18.92428950469566,1-577196856
Org line C,USA,Robert,us,E_4,Queued_Awaiting Assignment,Medium,PROD348,18.85509540078367,1-577737791
Org line G4,Sweden,Ing-Marie,in,NAN,Accepted_In Progress,Major,PROD597,18.853773729777963,1-577996886
Org line G4,Sweden,Ing-Marie,in,NAN,Queued_Awaiting Assignment,Major,PROD597,18.8590101753341,1-577996886
Org line G4,Sweden,Ing-Marie,in,NAN,Queued_Awaiting Assignment,Major,PROD597,18.865727807650213,1-577996886
Org line C,Belgium,Peter,in,E_1,Queued_Awaiting Assignment,Major,PROD597,18.897947892357678,1-577996886
Org line C,Belgium,Peter,in,C_1,Queued_Awaiting Assignment,Major,PROD597,18.914893228552906,1-577996886
Org line C,INDIA,Anup,in,E_8,Accepted_In Progress,Major,PROD597,18.979624020088128,1-577996886
Org line C,INDIA,Anup,in,E_8,Completed_Closed,Major,PROD597,18.979624100141944,1-577996886
Org line C,USA,Robert,fr,E_4,Accepted_In Progress,High,PROD348,18.853884623646103,1-578105842
Org line C,USA,Robert,fr,E_4,Queued_Awaiting Assignment,High,PROD348,18.853885978860284,1-578105842
Org line C,USA,Robert,fr,E_4,Queued_Awaiting Assignment,High,PROD348,18.854317615137944,1-578105842
Org line C,Sweden,Lars-Ove,us,E_4,Accepted_In Progress,Low,PROD348,18.853987899968878,1-578252937
Org line C,Sweden,Lars-Ove,us,E_4,Completed_Closed,Low,PROD348,18.961660893452294,1-578252937
Org line C,Belgium,Peter,be,E_1,Accepted_In Progress,High,PROD745,18.854480468398982,1-578612990
Org line C,Belgium,Peter,be,E_1,Accepted_In Progress,High,PROD745,18.85448091554788,1-578612990
Org line C,Belgium,Peter,be,E_1,Queued_Awaiting Assignment,High,PROD745,18.85530234037497,1-578612990
Org line C,Sweden,Jörgen,be,E_1,Accepted_Assigned,High,PROD745,18.862920794702692,1-578612990
Org line C,Sweden,Jörgen,be,E_1,Accepted_In Progress,High,PROD745,18.896821011706916,1-578612990
Org line C,Sweden,Jörgen,be,E_1,Completed_Closed,High,PROD745,18.937292640904573,1-578612990
Org line C,INDIA,Hineesh,us,E_4,Accepted_In Progress,Medium,PROD793,18.855441305713022,1-579250167
Org line C,INDIA,Hineesh,us,E_4,Accepted_Wait,Medium,PROD793,18.9086904550745,1-579250167
Org line C,INDIA,Hineesh,us,E_4,Completed_Closed,Medium,PROD793,18.959184904338766,1-579250167
Org line G4,Sweden,Roland,se,NAN,Accepted_In Progress,Medium,PROD374,18.855833222088663,1-579636429
Org line G4,Sweden,Roland,se,NAN,Completed_Closed,Medium,PROD374,18.919540598593237,1-579636429
Org line A2,Brazil,Carlos,se,A2_3,Accepted_In Progress,High,PROD412,18.857529034415624,1-580464971
Org line A2,Brazil,Carlos,se,A2_3,Queued_Awaiting Assignment,High,PROD412,18.894056518619355,1-580464971
Org line B,Brazil,Thiago,se,E_6,Accepted_In Progress,High,PROD412,18.899453635577274,1-580464971
Org line A2,Sweden,Viktoria,se,A2_3,Queued_Awaiting Assignment,High,PROD412,18.899456256241457,1-580464971
Org line G4,Sweden,Adam,se,NAN,Accepted_In Progress,High,PROD412,18.932550766144406,1-580464971
Org line C,Sweden,Peter,se,E_7,Accepted_In Progress,Medium,PROD671,18.858490730749267,1-581740771
Org line C,Sweden,Peter,se,E_7,Completed_Closed,Medium,PROD671,18.922894124586378,1-581740771
Org line C,Sweden,Ann-Charlotte,se,E_10,Accepted_In Progress,Medium,PROD802,18.85874021707321,1-581898739
Org line C,Sweden,Ann-Charlotte,se,E_10,Queued_Awaiting Assignment,Medium,PROD802,18.858745418076165,1-581898739
Org line C,Sweden,Mats,se,E_10,Accepted_In Progress,Medium,PROD802,18.858929223249806,1-581898739
Org line C,Sweden,Martin,se,C_6,Queued_Awaiting Assignment,Medium,PROD802,18.858929313572965,1-581898739
Org line C,Sweden,Praveen,se,E_10,Queued_Awaiting Assignment,Medium,PROD802,18.869576971053313,1-581898739
Org line C,Sweden,Ann-Charlotte,se,E_10,Queued_Awaiting Assignment,Medium,PROD802,18.869577379585927,1-581898739
Org line C,Sweden,Mats,se,E_10,Accepted_In Progress,Medium,PROD802,18.869577922168045,1-581898739
Org line C,Sweden,Mats,se,E_10,Completed_Closed,Medium,PROD802,18.869578458366554,1-581898739
Org line C,Sweden,Mats,se,E_10,Accepted_In Progress,Medium,PROD802,18.871249304843857,1-581898739
