,org:group,resource country,org:resource,oranization country,org:role,concept:name,impact,product,time:timestamp,lifecycle:transition,case:concept:name
437,Org line D,Belgium,Wim,us,D_2,Completed,Low,PROD618,2012-03-23 10:52:02+00:00,Closed,1-566096602
438,Org line D,Belgium,Wim,us,D_2,Accepted,Low,PROD618,2011-09-02 17:12:56+00:00,In Progress,1-566661201
439,Org line D,Belgium,Wim,us,D_2,Accepted,Low,PROD618,2011-09-02 17:20:41+00:00,Wait,1-566661201
440,Org line D,Belgium,Wim,us,D_2,Completed,Low,PROD618,2012-01-18 11:58:16+00:00,Closed,1-566661201
441,Org line C,Sweden,Inger,in,C_3,Accepted,Medium,PROD325,2011-09-08 11:39:42+00:00,In Progress,1-572078531
442,Org line C,Sweden,Inger,in,C_3,Queued,Medium,PROD325,2011-09-08 12:52:27+00:00,Awaiting Assignment,1-572078531
443,Org line A2,France,Frederic,in,A2_2,Accepted,Medium,PROD325,2011-09-12 11:50:43+00:00,In Progress,1-572078531
444,Org line G3,POLAND,Ewa,us,,Accepted,Medium,PROD98,2012-02-06 21:29:03+00:00,In Progress,1-572625937
445,Org line G3,POLAND,Ewa,us,,Completed,Medium,PROD98,2012-02-06 21:30:22+00:00,Closed,1-572625937
446,Org line A2,POLAND,Miroslaw,pl,A2_1,Accepted,Medium,PROD756,2012-05-23 16:48:45+00:00,In Progress,1-572730349
447,Org line A2,POLAND,Miroslaw,pl,A2_1,Completed,Medium,PROD756,2012-05-23 16:51:16+00:00,Closed,1-572730349
448,Org line C,Sweden,Per,se,E_6,Accepted,Major,PROD148,2011-09-13 17:40:50+00:00,In Progress,1-573830584
449,Org line C,Sweden,Per,se,E_6,Accepted,Major,PROD148,2011-10-29 11:43:50+00:00,In Progress,1-573830584
450,Org line C,Sweden,Mikael,se,E_6,Accepted,Major,PROD148,2012-01-18 12:54:46+00:00,Assigned,1-573830584
451,Org line C,Sweden,Lena,se,E_6,Accepted,Major,PROD148,2012-01-18 12:54:47+00:00,In Progress,1-573830584
452,Org line C,Sweden,Mikael,se,E_6,Accepted,Major,PROD148,2012-03-30 11:13:30+00:00,Assigned,1-573830584
453,Org line C,Sweden,Lena,se,E_6,Accepted,Major,PROD148,2012-03-30 13:56:49+00:00,Assigned,1-573830584
454,Org line C,Sweden,Lena,se,E_6,Accepted,Major,PROD148,2012-03-30 14:05:12+00:00,Assigned,1-573830584
455,Org line C,Sweden,Lena,se,E_6,Accepted,Major,PROD148,2012-03-30 15:58:40+00:00,In Progress,1-573830584
456,Org line C,Sweden,Lena,se,E_6,Completed,Major,PROD148,2012-03-30 15:58:45+00:00,Closed,1-573830584
457,Org line G4,Sweden,David,se,,Accepted,Medium,PROD412,2011-09-14 16:33:52+00:00,In Progress,1-574222268
458,Org line G4,Sweden,David,se,,Accepted,Medium,PROD412,2012-01-30 13:41:47+00:00,Assigned,1-574222268
459,Org line G4,Sweden,David,se,,Accepted,Medium,PROD412,2012-01-30 13:41:48+00:00,Assigned,1-574222268
460,Org line G4,Sweden,David,se,,Accepted,Medium,PROD412,2012-01-30 21:44:11+00:00,Assigned,1-574222268
461,Org line G4,Sweden,David,se,,Accepted,Medium,PROD412,2012-01-30 21:46:13+00:00,In Progress,1-574222268
462,Org line G4,Sweden,David,se,,Completed,Medium,PROD412,2012-01-30 21:46:22+00:00,Closed,1-574222268
463,Org line G3,POLAND,Ewa,us,,Accepted,Medium,PROD98,2012-02-02 22:49:41+00:00,In Progress,1-574271413
464,Org line G3,POLAND,Ewa,us,,Completed,Medium,PROD98,2012-02-02 22:50:27+00:00,Closed,1-574271413
465,Org line A2,POLAND,Radoslaw,pl,A2_3,Accepted,Major,PROD791,2011-09-15 15:59:18+00:00,In Progress,1-574623837
466,Org line A2,POLAND,Radoslaw,pl,A2_3,Accepted,Major,PROD791,2011-10-12 13:02:06+00:00,Assigned,1-574623837
467,Org line A2,POLAND,Radoslaw,pl,A2_3,Accepted,Major,PROD791,2012-01-19 13:05:18+00:00,In Progress,1-574623837
468,Org line A2,POLAND,Radoslaw,pl,A2_3,Completed,Major,PROD791,2012-01-19 13:08:49+00:00,Closed,1-574623837
469,Org line D,Belgium,Wim,us,D_2,Accepted,High,PROD618,2011-09-19 15:44:47+00:00,In Progress,1-575690736
470,Org line D,Belgium,Wim,us,D_2,Accepted,High,PROD618,2011-09-20 15:06:13+00:00,In Progress,1-575690736
471,Org line D,Belgium,Wim,us,D_2,Accepted,High,PROD618,2011-09-21 10:44:31+00:00,In Progress,1-575690736
472,Org line D,Belgium,Wim,us,D_2,Completed,High,PROD618,2012-03-23 10:52:42+00:00,Closed,1-575690736
473,Org line A2,POLAND,Ewa,us,A2_2,Accepted,Medium,PROD98,2012-02-04 13:20:48+00:00,In Progress,1-577196856
474,Org line A2,POLAND,Ewa,us,A2_2,Completed,Medium,PROD98,2012-02-04 13:23:42+00:00,Closed,1-577196856
475,Org line C,USA,Robert,us,E_4,Queued,Medium,PROD348,2011-09-29 13:32:15+00:00,Awaiting Assignment,1-577737791
476,Org line G4,Sweden,Ing-Marie,in,,Accepted,Major,PROD597,2011-09-27 04:53:16+00:00,In Progress,1-577996886
477,Org line G4,Sweden,Ing-Marie,in,,Queued,Major,PROD597,2011-10-06 13:46:24+00:00,Awaiting Assignment,1-577996886
478,Org line G4,Sweden,Ing-Marie,in,,Queued,Major,PROD597,2011-10-18 16:00:00+00:00,Awaiting Assignment,1-577996886
479,Org line C,Belgium,Peter,in,E_1,Queued,Major,PROD597,2011-12-16 18:27:10+00:00,Awaiting Assignment,1-577996886
480,Org line C,Belgium,Peter,in,C_1,Queued,Major,PROD597,2012-01-17 15:31:59+00:00,Awaiting Assignment,1-577996886
481,Org line C,INDIA,Anup,in,E_8,Accepted,Major,PROD597,2012-05-23 13:26:26+00:00,In Progress,1-577996886
482,Org line C,INDIA,Anup,in,E_8,Completed,Major,PROD597,2012-05-23 13:26:40+00:00,Closed,1-577996886
483,Org line C,USA,Robert,fr,E_4,Accepted,High,PROD348,2011-09-27 09:38:17+00:00,In Progress,1-578105842
484,Org line C,USA,Robert,fr,E_4,Queued,High,PROD348,2011-09-27 09:41:46+00:00,Awaiting Assignment,1-578105842
485,Org line C,USA,Robert,fr,E_4,Queued,High,PROD348,2011-09-28 04:11:27+00:00,Awaiting Assignment,1-578105842
486,Org line C,Sweden,Lars-Ove,us,E_4,Accepted,Low,PROD348,2011-09-27 14:03:45+00:00,In Progress,1-578252937
487,Org line C,Sweden,Lars-Ove,us,E_4,Completed,Low,PROD348,2012-04-17 12:36:39+00:00,Closed,1-578252937
488,Org line C,Belgium,Peter,be,E_1,Accepted,High,PROD745,2011-09-28 11:10:15+00:00,In Progress,1-578612990
489,Org line C,Belgium,Peter,be,E_1,Accepted,High,PROD745,2011-09-28 11:11:24+00:00,In Progress,1-578612990
490,Org line C,Belgium,Peter,be,E_1,Queued,High,PROD745,2011-09-29 22:24:51+00:00,Awaiting Assignment,1-578612990
491,Org line C,Sweden,Jörgen,be,E_1,Accepted,High,PROD745,2011-10-13 14:29:22+00:00,Assigned,1-578612990
492,Org line C,Sweden,Jörgen,be,E_1,Accepted,High,PROD745,2011-12-14 16:01:57+00:00,In Progress,1-578612990
493,Org line C,Sweden,Jörgen,be,E_1,Completed,High,PROD745,2012-02-29 14:57:57+00:00,Closed,1-578612990
494,Org line C,INDIA,Hineesh,us,E_4,Accepted,Medium,PROD793,2011-09-30 04:22:34+00:00,In Progress,1-579250167
495,Org line C,INDIA,Hineesh,us,E_4,Accepted,Medium,PROD793,2012-01-05 21:58:23+00:00,Wait,1-579250167
496,Org line C,INDIA,Hineesh,us,E_4,Completed,Medium,PROD793,2012-04-12 14:37:07+00:00,Closed,1-579250167
497,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-09-30 21:11:41+00:00,In Progress,1-579636429
498,Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-01-26 11:38:12+00:00,Closed,1-579636429
499,Org line A2,Brazil,Carlos,se,A2_3,Accepted,High,PROD412,2011-10-03 22:02:40+00:00,In Progress,1-580464971
500,Org line A2,Brazil,Carlos,se,A2_3,Queued,High,PROD412,2011-12-09 12:34:50+00:00,Awaiting Assignment,1-580464971
501,Org line B,Brazil,Thiago,se,E_6,Accepted,High,PROD412,2011-12-19 13:54:48+00:00,In Progress,1-580464971
502,Org line A2,Sweden,Viktoria,se,A2_3,Queued,High,PROD412,2011-12-19 14:01:51+00:00,Awaiting Assignment,1-580464971
503,Org line G4,Sweden,Adam,se,,Accepted,High,PROD412,2012-02-20 10:41:00+00:00,In Progress,1-580464971
504,Org line C,Sweden,Peter,se,E_7,Accepted,Medium,PROD671,2011-10-05 15:24:45+00:00,In Progress,1-581740771
505,Org line C,Sweden,Peter,se,E_7,Completed,Medium,PROD671,2012-02-01 21:18:12+00:00,Closed,1-581740771
506,Org line C,Sweden,Ann-Charlotte,se,E_10,Accepted,Medium,PROD802,2011-10-06 02:09:03+00:00,In Progress,1-581898739
507,Org line C,Sweden,Ann-Charlotte,se,E_10,Queued,Medium,PROD802,2011-10-06 02:22:29+00:00,Awaiting Assignment,1-581898739
508,Org line C,Sweden,Mats,se,E_10,Accepted,Medium,PROD802,2011-10-06 10:17:16+00:00,In Progress,1-581898739
509,Org line C,Sweden,Martin,se,C_6,Queued,Medium,PROD802,2011-10-06 10:17:30+00:00,Awaiting Assignment,1-581898739
510,Org line C,Sweden,Praveen,se,E_10,Queued,Medium,PROD802,2011-10-25 15:10:44+00:00,Awaiting Assignment,1-581898739
511,Org line C,Sweden,Ann-Charlotte,se,E_10,Queued,Medium,PROD802,2011-10-25 15:11:48+00:00,Awaiting Assignment,1-581898739
512,Org line C,Sweden,Mats,se,E_10,Accepted,Medium,PROD802,2011-10-25 15:13:13+00:00,In Progress,1-581898739
513,Org line C,Sweden,Mats,se,E_10,Completed,Medium,PROD802,2011-10-25 15:14:37+00:00,Closed,1-581898739
514,Org line C,Sweden,Mats,se,E_10,Accepted,Medium,PROD802,2011-10-28 16:00:48+00:00,In Progress,1-581898739
515,Org line C,Sweden,Olle,se,E_2,Accepted,Medium,PROD327,2011-10-06 11:02:06+00:00,In Progress,1-582296121
516,Org line C,Sweden,Olle,se,E_2,Completed,Medium,PROD327,2012-02-08 11:01:57+00:00,Closed,1-582296121
517,Org line C,Sweden,Richard,se,V3_2,Accepted,Major,PROD535,2011-10-10 07:38:10+00:00,In Progress,1-583931536
518,Org line C,Sweden,Richard,se,V3_2,Completed,Major,PROD535,2012-02-02 15:25:02+00:00,Closed,1-583931536
519,Org line G4,Sweden,Samira,se,,Accepted,High,PROD448,2011-10-11 15:38:52+00:00,In Progress,1-584776062
520,Org line G4,Sweden,Samira,se,,Accepted,High,PROD448,2011-12-09 10:26:24+00:00,Wait,1-584776062
521,Org line G4,Sweden,Samira,se,,Completed,High,PROD448,2012-02-15 17:20:49+00:00,Closed,1-584776062
522,Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,Low,PROD235,2011-10-11 16:57:41+00:00,In Progress,1-584812041
523,Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,Low,PROD235,2011-10-11 17:01:05+00:00,Assigned,1-584812041
524,Org line A2,Sweden,Vikrant,se,A2_4,Accepted,Medium,PROD337,2011-10-14 17:06:14+00:00,In Progress,1-587383007
525,Org line A2,Sweden,Vikrant,se,A2_4,Completed,Medium,PROD337,2012-01-04 12:07:10+00:00,Closed,1-587383007
526,Org line A2,Sweden,Vikrant,se,A2_4,Accepted,Medium,PROD337,2011-10-17 16:05:05+00:00,In Progress,1-588543315
527,Org line A2,Sweden,Vikrant,se,A2_4,Completed,Medium,PROD337,2012-01-25 14:26:37+00:00,Closed,1-588543315
528,Org line C,USA,Kymaria,us,V3_3,Accepted,High,PROD671,2011-10-17 19:46:10+00:00,In Progress,1-588712865
529,Org line C,USA,Kymaria,us,V3_3,Queued,High,PROD671,2011-10-17 20:40:08+00:00,Awaiting Assignment,1-588712865
530,Org line C,USA,Kymaria,us,V3_3,Queued,High,PROD671,2011-10-17 20:40:09+00:00,Awaiting Assignment,1-588712865
531,Org line C,USA,Kymaria,us,V3_3,Accepted,High,PROD671,2011-10-18 14:39:20+00:00,In Progress,1-588712865
532,Org line C,USA,Kymaria,us,V3_3,Accepted,High,PROD671,2011-10-18 20:49:58+00:00,Wait,1-588712865
533,Org line C,USA,Kymaria,us,V3_3,Completed,High,PROD671,2012-01-06 15:50:17+00:00,Closed,1-588712865
534,Org line A2,Sweden,Agneta,se,A2_3,Accepted,Medium,PROD802,2011-10-18 16:07:28+00:00,In Progress,1-589370341
535,Org line A2,Sweden,Agneta,se,A2_3,Accepted,Medium,PROD802,2011-10-18 16:07:50+00:00,In Progress,1-589370341
536,Org line A2,Sweden,Agneta,se,A2_3,Queued,Medium,PROD802,2011-10-18 16:10:17+00:00,Awaiting Assignment,1-589370341
537,Org line A2,Sweden,Agneta,se,A2_3,Accepted,Medium,PROD802,2011-11-28 13:46:11+00:00,In Progress,1-589370341
538,Org line C,France,Nicolas,fr,C_6,Accepted,High,PROD804,2011-10-18 16:37:21+00:00,In Progress,1-589421537
539,Org line C,France,Nicolas,fr,C_6,Completed,High,PROD804,2012-03-30 12:43:20+00:00,Closed,1-589421537
540,Org line A2,Sweden,Stefan,se,D_1,Accepted,Medium,PROD607,2011-10-19 15:02:57+00:00,In Progress,1-589962550
541,Org line A2,Sweden,Stefan,se,D_1,Completed,Medium,PROD607,2012-02-22 10:50:42+00:00,Closed,1-589962550
542,Org line C,USA,Robert,us,E_4,Queued,High,PROD348,2011-10-19 21:47:58+00:00,Awaiting Assignment,1-590574771
543,Org line C,INDIA,Ramith,us,E_4,Accepted,High,PROD348,2011-10-20 11:38:25+00:00,In Progress,1-590574771
544,Org line C,INDIA,Ramith,us,E_4,Completed,High,PROD348,2011-11-06 19:42:28+00:00,Closed,1-590574771
545,Org line C,INDIA,Ramith,us,E_4,Accepted,High,PROD348,2011-11-11 15:47:02+00:00,In Progress,1-590574771
546,Org line C,INDIA,Ramith,us,E_4,Completed,High,PROD348,2012-01-04 07:12:48+00:00,Closed,1-590574771
547,Org line G4,Sweden,Roland,se,,Accepted,High,PROD374,2011-10-19 21:55:35+00:00,In Progress,1-590579544
548,Org line G4,Sweden,Roland,se,,Completed,High,PROD374,2012-01-26 11:18:45+00:00,Closed,1-590579544
549,Org line B,INDIA,Srinivasan,in,E_10,Accepted,Medium,PROD424,2011-10-21 05:54:48+00:00,In Progress,1-591627183
550,Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2011-10-21 05:56:45+00:00,Awaiting Assignment,1-591627183
551,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2011-10-22 20:51:42+00:00,In Progress,1-591627183
552,Org line B,INDIA,Rijin,in,E_10,Completed,Medium,PROD424,2012-03-13 11:34:52+00:00,Closed,1-591627183
553,Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,Medium,PROD236,2011-10-24 09:11:07+00:00,In Progress,1-593312167
554,Org line A2,United Kingdom,Ian,gb,A2_1,Accepted,Medium,PROD236,2011-10-24 09:14:00+00:00,Wait,1-593312167
555,Org line A2,Sweden,Urban,se,A2_3,Accepted,Low,PROD551,2011-10-25 14:12:06+00:00,Wait,1-594472343
556,Org line A2,Sweden,Urban,se,A2_3,Accepted,Low,PROD551,2011-11-28 11:10:24+00:00,Assigned,1-594472343
557,Org line A2,Sweden,Urban,se,A2_3,Accepted,Low,PROD551,2012-02-29 14:03:00+00:00,In Progress,1-594472343
558,Org line A2,Sweden,Urban,se,A2_3,Completed,Low,PROD551,2012-02-29 14:03:01+00:00,Closed,1-594472343
559,Org line C,Sweden,Jörgen,us,E_4,Accepted,Medium,PROD348,2011-10-25 15:23:06+00:00,In Progress,1-594666837
560,Org line C,Sweden,Jörgen,us,E_4,Completed,Medium,PROD348,2012-02-28 16:00:13+00:00,Closed,1-594666837
561,Org line B,INDIA,Srinivasan,in,E_10,Queued,Medium,PROD424,2011-10-26 10:56:21+00:00,Awaiting Assignment,1-595293983
562,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2011-10-27 13:50:17+00:00,In Progress,1-595293983
563,Org line B,INDIA,Rijin,in,E_10,Completed,Medium,PROD424,2011-12-30 05:05:05+00:00,Closed,1-595293983
564,Org line B,INDIA,Rijin,in,E_10,Accepted,Medium,PROD424,2011-12-30 05:36:51+00:00,In Progress,1-595293983
565,Org line B,INDIA,Rijin,in,E_10,Completed,Medium,PROD424,2012-01-31 12:56:19+00:00,Closed,1-595293983
566,Org line G4,Sweden,Marco,se,,Accepted,Medium,PROD412,2012-03-23 10:49:00+00:00,In Progress,1-595687232
567,Org line G4,Sweden,Marco,se,,Completed,Medium,PROD412,2012-03-23 10:51:13+00:00,Closed,1-595687232
568,Org line G4,Sweden,Christer,se,,Accepted,Medium,PROD408,2011-10-27 09:39:11+00:00,In Progress,1-596251950
569,Org line G4,Sweden,Christer,se,,Accepted,Medium,PROD408,2011-10-27 12:37:42+00:00,Assigned,1-596251950
570,Org line G4,Sweden,Christer,se,,Accepted,Medium,PROD408,2012-03-23 13:52:39+00:00,In Progress,1-596251950
571,Org line G4,Sweden,Christer,se,,Completed,Medium,PROD408,2012-03-23 13:52:47+00:00,Closed,1-596251950
572,Org line C,Sweden,Martin,se,C_6,Accepted,Medium,PROD802,2011-10-27 11:48:01+00:00,In Progress,1-596331167
573,Org line C,Sweden,Martin,se,C_6,Queued,Medium,PROD802,2011-10-27 12:25:19+00:00,Awaiting Assignment,1-596331167
574,Org line C,Sweden,Tomas,se,C_6,Accepted,Medium,PROD660,2011-10-27 15:32:18+00:00,In Progress,1-596608752
575,Org line C,Sweden,Tomas,se,C_6,Accepted,Medium,PROD660,2011-10-27 15:33:37+00:00,In Progress,1-596608752
576,Org line C,Sweden,Tomas,se,C_6,Completed,Medium,PROD660,2012-01-30 13:42:26+00:00,Closed,1-596608752
577,Org line C,Sweden,Börje,se,C_1,Accepted,Major,PROD153,2011-10-28 16:32:35+00:00,In Progress,1-597616526
578,Org line C,Sweden,Börje,se,C_1,Completed,Major,PROD153,2012-01-03 12:19:56+00:00,Closed,1-597616526
579,Org line C,Sweden,Ann-Charlotte,se,E_10,Accepted,Low,PROD802,2011-10-31 23:40:16+00:00,In Progress,1-599157751
580,Org line C,Sweden,Ann-Charlotte,se,E_10,Queued,Low,PROD802,2011-10-31 23:48:47+00:00,Awaiting Assignment,1-599157751
581,Org line C,Sweden,Martin,se,C_6,Queued,Low,PROD802,2011-11-18 07:34:16+00:00,Awaiting Assignment,1-599157751
582,Org line C,Sweden,Lennart,se,C_6,Accepted,Low,PROD802,2011-11-18 10:43:24+00:00,In Progress,1-599157751
583,Org line C,Sweden,Lennart,se,C_6,Completed,Low,PROD802,2012-04-11 10:03:56+00:00,Closed,1-599157751
584,Org line C,USA,Robert,us,E_4,Queued,High,PROD793,2011-11-01 16:12:37+00:00,Awaiting Assignment,1-599626401
585,Org line C,USA,Robert,us,E_4,Accepted,High,PROD793,2012-01-06 18:54:50+00:00,In Progress,1-599626401
586,Org line C,USA,Robert,us,E_4,Completed,High,PROD793,2012-01-06 18:56:19+00:00,Closed,1-599626401
587,Org line G4,Sweden,Andreas,se,,Accepted,High,PROD412,2011-11-02 09:00:44+00:00,In Progress,1-600432558
588,Org line G4,Sweden,Andreas,se,,Accepted,High,PROD412,2011-11-02 09:03:13+00:00,Assigned,1-600432558
589,Org line C,Sweden,Börje,se,C_1,Accepted,Medium,PROD153,2011-11-02 13:11:01+00:00,In Progress,1-600663061
590,Org line C,Sweden,Börje,se,C_1,Queued,Medium,PROD153,2011-11-02 13:11:07+00:00,Awaiting Assignment,1-600663061
591,Org line C,Sweden,Börje,se,C_1,Accepted,Medium,PROD153,2011-11-09 13:36:53+00:00,In Progress,1-600663061
592,Org line C,Sweden,Börje,se,C_1,Completed,Medium,PROD153,2012-01-03 11:03:09+00:00,Closed,1-600663061
593,Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2011-11-06 09:00:41+00:00,In Progress,1-602870173
594,Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2011-11-06 09:10:10+00:00,Awaiting Assignment,1-602870173
595,Org line C,Sweden,Sameer,se,E_10,Accepted,High,PROD802,2011-11-07 08:35:18+00:00,In Progress,1-602870173
596,Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2011-11-07 08:38:14+00:00,Awaiting Assignment,1-602870173
597,Org line C,Sweden,Daniel,se,E_10,Queued,High,PROD802,2011-11-07 11:47:27+00:00,Awaiting Assignment,1-602870173
598,Org line C,Sweden,Daniel,se,E_10,Accepted,High,PROD802,2011-11-09 12:08:35+00:00,Assigned,1-602870173
599,Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2011-12-07 13:27:34+00:00,Awaiting Assignment,1-602870173
600,Org line C,Sweden,Arun,se,E_10,Accepted,High,PROD802,2011-12-07 13:29:22+00:00,In Progress,1-602870173
601,Org line C,Sweden,Partha,se,E_10,Accepted,High,PROD802,2011-12-07 13:29:55+00:00,Assigned,1-602870173
602,Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2011-12-07 13:50:32+00:00,Awaiting Assignment,1-602870173
603,Org line C,INDIA,Anup,in,E_8,Accepted,High,PROD597,2011-11-07 11:57:05+00:00,In Progress,1-603798757
604,Org line C,INDIA,Anup,in,E_8,Completed,High,PROD597,2012-05-23 13:07:40+00:00,Closed,1-603798757
605,Org line C,Sweden,Stefan,in,,Accepted,High,PROD671,2011-11-08 19:21:15+00:00,In Progress,1-604882241
606,Org line C,Sweden,Stefan,in,,Queued,High,PROD671,2011-11-08 19:30:30+00:00,Awaiting Assignment,1-604882241
607,Org line C,Sweden,Stefan,in,E_7,Accepted,High,PROD671,2011-11-11 07:58:22+00:00,In Progress,1-604882241
608,Org line C,Sweden,Stefan,in,,Queued,High,PROD671,2012-01-04 16:45:39+00:00,Awaiting Assignment,1-604882241
609,Org line A2,United Kingdom,Timothy,gb,A2_1,Accepted,High,PROD236,2011-11-09 14:27:59+00:00,In Progress,1-605279637
610,Org line A2,United Kingdom,Timothy,gb,A2_1,Completed,High,PROD236,2012-02-15 11:44:42+00:00,Closed,1-605279637
611,Org line C,Sweden,Jari,se,E_1,Accepted,High,PROD153,2012-03-14 12:25:28+00:00,In Progress,1-606971198
612,Org line C,France,Bruno,se,E_6,Accepted,High,PROD412,2011-11-14 14:38:06+00:00,In Progress,1-607158761
613,Org line C,France,Bruno,se,E_6,Accepted,High,PROD412,2011-11-14 14:38:49+00:00,In Progress,1-607158761
614,Org line G4,Sweden,Viktoria,se,,Queued,High,PROD412,2011-11-17 13:32:14+00:00,Awaiting Assignment,1-607158761
615,Org line G4,Sweden,Rickard,se,,Accepted,Low,PROD448,2011-11-15 14:15:57+00:00,In Progress,1-607840637
616,Org line G4,Sweden,Rickard,se,,Completed,Low,PROD448,2012-01-27 13:46:02+00:00,Closed,1-607840637
617,Org line A2,United Kingdom,Alan,gb,A2_1,Accepted,High,PROD236,2011-11-15 15:37:49+00:00,Wait,1-607934151
618,Org line A2,United Kingdom,Alan,gb,A2_1,Completed,High,PROD236,2012-02-15 11:35:45+00:00,Closed,1-607934151
619,Org line C,Sweden,Börje,se,C_1,Accepted,Low,PROD153,2011-11-18 08:28:00+00:00,In Progress,1-611506787
620,Org line C,Sweden,Börje,se,C_1,Accepted,Low,PROD153,2011-12-27 14:47:10+00:00,Wait,1-611506787
621,Org line C,Sweden,Börje,se,C_1,Completed,Low,PROD153,2012-01-03 10:49:38+00:00,Closed,1-611506787
622,Org line C,Sweden,Praveen,se,E_10,Accepted,High,PROD802,2011-11-19 20:35:42+00:00,In Progress,1-612515539
623,Org line C,Sweden,Praveen,se,E_10,Queued,High,PROD802,2011-11-19 20:37:42+00:00,Awaiting Assignment,1-612515539
624,Org line C,Sweden,Martin,se,C_6,Queued,High,PROD802,2011-11-21 08:07:43+00:00,Awaiting Assignment,1-612515539
625,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-11-21 09:34:45+00:00,In Progress,1-613033122
626,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-11-28 16:12:09+00:00,Wait,1-613033122
627,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-12-05 20:38:55+00:00,In Progress,1-613033122
628,Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-02-08 21:42:42+00:00,Closed,1-613033122
629,Org line C,INDIA,-,in,E_7,Queued,Medium,PROD671,2012-02-21 11:11:30+00:00,Awaiting Assignment,1-613364032
630,Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:07:54+00:00,In Progress,1-616288482
631,Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:08:48+00:00,In Progress,1-616288482
632,Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:16:44+00:00,Wait,1-616288482
633,Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD348,2011-11-24 14:20:36+00:00,Assigned,1-616288482
634,Org line C,Sweden,Jonas,in,E_8,Accepted,Medium,PROD473,2011-11-24 17:30:30+00:00,In Progress,1-616409083
635,Org line C,Sweden,Jonas,in,E_8,Completed,Medium,PROD473,2012-02-15 12:26:06+00:00,Closed,1-616409083
636,Org line C,Sweden,Jonas,in,E_8,Accepted,Medium,PROD473,2012-02-15 15:54:41+00:00,In Progress,1-616409083
637,Org line C,Sweden,Jonas,in,E_8,Completed,Medium,PROD473,2012-02-15 16:12:50+00:00,Closed,1-616409083
638,Org line A2,Sweden,Niklas,se,A2_2,Accepted,Low,PROD681,2011-11-25 12:33:57+00:00,In Progress,1-616977258
639,Org line A2,Sweden,Niklas,se,A2_2,Accepted,Low,PROD681,2012-01-05 11:31:53+00:00,Assigned,1-616977258
640,Org line A2,Sweden,Niklas,se,A2_2,Accepted,Low,PROD681,2012-04-23 11:06:44+00:00,In Progress,1-616977258
641,Org line A2,Sweden,Niklas,se,A2_2,Completed,Low,PROD681,2012-04-23 11:07:42+00:00,Closed,1-616977258
642,Org line C,Sweden,Ann-Charlotte,se,E_10,Accepted,Medium,PROD659,2011-11-25 11:23:38+00:00,In Progress,1-616993936
643,Org line C,Sweden,Ann-Charlotte,se,E_10,Queued,Medium,PROD659,2011-11-25 11:28:42+00:00,Awaiting Assignment,1-616993936
644,Org line C,Sweden,Ann-Charlotte,se,E_10,Queued,Medium,PROD659,2011-11-25 11:32:07+00:00,Awaiting Assignment,1-616993936
645,Org line C,Sweden,Vesa,se,C_6,Accepted,High,PROD805,2011-11-25 15:08:25+00:00,In Progress,1-617049384
646,Org line C,Sweden,Vesa,se,C_6,Completed,High,PROD805,2012-01-23 10:11:18+00:00,Closed,1-617049384
647,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-11-25 16:02:27+00:00,In Progress,1-617084616
648,Org line G4,Sweden,Roland,se,,Accepted,Medium,PROD374,2011-12-05 08:23:00+00:00,Wait,1-617084616
649,Org line G4,Sweden,Roland,se,,Completed,Medium,PROD374,2012-02-08 21:55:10+00:00,Closed,1-617084616
650,Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2011-11-28 09:22:46+00:00,In Progress,1-617356985
651,Org line C,USA,Robert,us,E_4,Completed,Medium,PROD793,2011-11-29 09:48:55+00:00,Closed,1-617356985
652,Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2012-02-08 02:42:36+00:00,In Progress,1-617356985
653,Org line C,USA,Robert,us,E_4,Accepted,Medium,PROD793,2012-02-08 03:04:57+00:00,Wait,1-617356985
